id,map_id,address,descriptio,pic,link,icon,lat,lng,anim,title,infoopen,category,approved,retina,type,did,sticky,other_data,layergroup,Custom Field: geo_shape,prop_id,Custom Field: addresspt1,Custom Field: addressp_1,asset_clas,asset_type,objectid,,addresspt_,asset_subt,model_desc,mcc_id,roadseg_id,,model_no
1257489,21,"-37.83864195415242, 144.9863653689292",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.83864195,144.9863653689292,,,,1,1,0,,,,,,"{""coordinates"": [144.9863653689292, -37.83864195415242], ""type"": ""Point""}",0,3.25234746,226,Signage,Sign - Public Transport,21924,,107813,,Sign - Public Transport 1 Panel,1257489,22749,,P.16
1236367,21,"-37.80707788076467, 144.91339940699515",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.80707788,144.91339940699515,,,,1,1,0,,,,,,"{""coordinates"": [144.91339940699515, -37.80707788076467], ""type"": ""Point""}",0,14.60443576,80,Signage,Sign - Public Transport,22219,,104045,,Sign - Public Transport 1 Panel,1236367,22442,,P.16
1254717,21,"-37.83358497052535, 144.9776833283757",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.83358497,144.9776833283757,,,,1,1,0,,,,,,"{""coordinates"": [144.9776833283757, -37.83358497052535], ""type"": ""Point""}",0,0,0,Signage,Sign - Public Transport,22522,,0,,Sign - Public Transport 1 Panel,1254717,22223,,P.16
1233949,21,"-37.798108329885295, 144.9578453614485",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79810833,144.9578453614485,,,,1,1,0,,,,,,"{""coordinates"": [144.9578453614485, -37.798108329885295], ""type"": ""Point""}",0,22.05054616,6,Signage,Sign - Public Transport,22726,,638052,,Sign - Public Transport 1 Panel,1233949,22514,,P.16
1254825,21,"-37.83800607791817, 144.98447444654406",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.83800608,144.98447444654406,,,,1,1,0,,,,,,"{""coordinates"": [144.98447444654406, -37.83800607791817], ""type"": ""Point""}",0,93.70978639,64,Signage,Sign - Public Transport,23788,,565532,,Sign - Public Transport 1 Panel,1254825,22219,,P.16
1247785,21,"-37.79497661521105, 144.9707989948912",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79497662,144.9707989948912,,,,1,1,0,,,,,,"{""coordinates"": [144.9707989948912, -37.79497661521105], ""type"": ""Point""}",0,30.59613969,327,Signage,Sign - Public Transport,23919,,623854,,Sign - Public Transport 1 Panel,1247785,20570,,P.16
1250696,21,"-37.797551357061536, 144.95245038881728",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79755136,144.95245038881728,,,,1,1,0,,,,,,"{""coordinates"": [144.95245038881728, -37.797551357061536], ""type"": ""Point""}",0,29.49941527,72,Signage,Sign - Public Transport,26825,,570634,,Sign - Public Transport 1 Panel,1250696,22690,,P.16
1257006,21,"-37.80566084284532, 144.9434254553253",Sign - Public Transport 1 Panel Bus Stop Type 13,,,,-37.80566084,144.9434254553253,,,,1,1,0,,,,,,"{""coordinates"": [144.9434254553253, -37.80566084284532], ""type"": ""Point""}",0,3.55930387,210,Signage,Sign - Public Transport,27645,,108897,,Sign - Public Transport 1 Panel,1257006,21343,,P.16
1241401,21,"-37.79800228540994, 144.9743090963708",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79800229,144.9743090963708,,,,1,1,0,,,,,,"{""coordinates"": [144.9743090963708, -37.79800228540994], ""type"": ""Point""}",0,3.99804952,220,Signage,Sign - Public Transport,30102,,511049,,Sign - Public Transport 1 Panel,1241401,20597,,P.16
1257190,21,"-37.80557177648884, 144.95351041136576",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80557178,144.95351041136576,,,,1,1,0,,,,,,"{""coordinates"": [144.95351041136576, -37.80557177648884], ""type"": ""Point""}",0,17.83195393,133,Signage,Sign - Public Transport,30512,,109819,,Sign - Public Transport 1 Panel,1257190,20960,,P.16
1248508,21,"-37.79991202015577, 144.95743395487568",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79991202,144.95743395487568,,,,1,1,0,,,,,,"{""coordinates"": [144.95743395487568, -37.79991202015577], ""type"": ""Point""}",0,40.31790809,340,Signage,Sign - Public Transport,32141,,633969,,Sign - Public Transport 1 Panel,1248508,21551,,P.16
1575551,21,"-37.80077767616837, 144.96646752265008",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80077768,144.96646752265008,,,,1,1,0,,,,,,"{""coordinates"": [144.96646752265008, -37.80077767616837], ""type"": ""Point""}",0,6.80612614,297,Signage,Sign - Public Transport,32819,,515675,,Sign - Public Transport 1 Panel,1575551,20757,,P.16
1252536,21,"-37.78737016259562, 144.96918092237397",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.78737016,144.96918092237397,,,,1,1,0,,,,,,"{""coordinates"": [144.96918092237397, -37.78737016259562], ""type"": ""Point""}",0,0,0,Signage,Sign - Public Transport,39748,,0,,Sign - Public Transport 1 Panel,1252536,22508,,P.16
1244489,21,"-37.77687767673642, 144.94947531108608",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.77687768,144.94947531108608,,,,1,1,0,,,,,,"{""coordinates"": [144.94947531108608, -37.77687767673642], ""type"": ""Point""}",0,13.72525672,178,Signage,Sign - Public Transport,40010,,639767,,Sign - Public Transport 1 Panel,1244489,22398,,P.16
1239220,21,"-37.830076314348155, 144.96531772571083",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.83007631,144.96531772571083,,,,1,1,0,,,,,,"{""coordinates"": [144.96531772571083, -37.830076314348155], ""type"": ""Point""}",0,16.38228,121,Signage,Sign - Public Transport,40427,,110628,,Sign - Public Transport 1 Panel,1239220,22118,,P.16
1245195,21,"-37.82097678869638, 144.92581314868238",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.82097679,144.92581314868238,,,,1,1,0,,,,,,"{""coordinates"": [144.92581314868238, -37.82097678869638], ""type"": ""Point""}",0,77.3555899,154,Signage,Sign - Public Transport,40450,,562527,,Sign - Public Transport 1 Panel,1245195,22156,,P.16
1249762,21,"-37.796717481892664, 144.94652849185758",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79671748,144.94652849185758,,,,1,1,0,,,,,,"{""coordinates"": [144.94652849185758, -37.796717481892664], ""type"": ""Point""}",0,14.59503731,215,Signage,Sign - Public Transport,40643,,565421,,Sign - Public Transport 1 Panel,1249762,20907,,P.16
1463005,21,"-37.80136463912211, 144.91440645303163",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80136464,144.91440645303163,,,,1,1,0,,,,,,"{""coordinates"": [144.91440645303163, -37.80136463912211], ""type"": ""Point""}",0,9.33443244,19,Signage,Sign - Public Transport,41465,,654920,,Sign - Public Transport 1 Panel,1463005,21683,,P.16
1234772,21,"-37.79582851441957, 144.94131248652099",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79582851,144.94131248652099,,,,1,1,0,,,,,,"{""coordinates"": [144.94131248652099, -37.79582851441957], ""type"": ""Point""}",0,23.9508819,78,Signage,Sign - Public Transport,42403,,617311,,Sign - Public Transport 1 Panel,1234772,21324,,P.16
1253308,21,"-37.83302599574912, 144.97445042981525",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.833026,144.97445042981525,,,,1,1,0,,,,,,"{""coordinates"": [144.97445042981525, -37.83302599574912], ""type"": ""Point""}",0,0,0,Signage,Sign - Public Transport,42804,,0,,Sign - Public Transport 1 Panel,1253308,22708,,P.16
1244896,21,"-37.82467809093513, 144.90658328970764",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.82467809,144.90658328970764,,,,1,1,0,,,,,,"{""coordinates"": [144.90658328970764, -37.82467809093513], ""type"": ""Point""}",0,5.52892684,283,Signage,Sign - Public Transport,43206,,570827,,Sign - Public Transport 1 Panel,1244896,22168,,P.16
1240253,21,"-37.80516590907756, 144.9660313973566",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80516591,144.9660313973566,,,,1,1,0,,,,,,"{""coordinates"": [144.9660313973566, -37.80516590907756], ""type"": ""Point""}",0,13.87881868,251,Signage,Sign - Public Transport,43543,,521664,,Sign - Public Transport 1 Panel,1240253,20522,,P.16
1245203,21,"-37.82089888130361, 144.92152824708276",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.82089888,144.92152824708276,,,,1,1,0,,,,,,"{""coordinates"": [144.92152824708276, -37.82089888130361], ""type"": ""Point""}",0,25.74692665,352,Signage,Sign - Public Transport,43642,,589044,,Sign - Public Transport 1 Panel,1245203,22156,,P.16
1268402,21,"-37.818314889062094, 144.956839508202",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81831489,144.9568395,,,,1,1,0,,,,,,"{""coordinates"": [144.956839508202, -37.818314889062094], ""type"": ""Point""}",0,35.87798434,285,Signage,Sign - Public Transport,44101,,105393,,Sign - Public Transport 1 Panel,1268402,20118,,P.16
1246970,21,"-37.81888176511253, 144.95412220092587",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81888177,144.95412220092587,,,,1,1,0,,,,,,"{""coordinates"": [144.95412220092587, -37.81888176511253], ""type"": ""Point""}",0,14.34503015,58,Signage,Sign - Public Transport,22674,,579287,,Sign - Public Transport 1 Panel,1246970,20071,,P.16
1235525,21,"-37.79706577834771, 144.9224359882637",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79706578,144.9224359882637,,,,1,1,0,,,,,,"{""coordinates"": [144.9224359882637, -37.79706577834771], ""type"": ""Point""}",0,2.93490477,152,Signage,Sign - Public Transport,22943,,111424,,Sign - Public Transport 1 Panel,1235525,21844,,P.16
1252307,21,"-37.792410297921826, 144.95854327429197",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.7924103,144.95854327429197,,,,1,1,0,,,,,,"{""coordinates"": [144.95854327429197, -37.792410297921826], ""type"": ""Point""}",0,57.00969655,177,Signage,Sign - Public Transport,27861,,515020,,Sign - Public Transport 1 Panel,1252307,22372,,P.16
1244962,21,"-37.821119897739464, 144.91851629868225",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.8211199,144.91851629868225,,,,1,1,0,,,,,,"{""coordinates"": [144.91851629868225, -37.821119897739464], ""type"": ""Point""}",0,8.35595267,225,Signage,Sign - Public Transport,28604,,110512,,Sign - Public Transport 1 Panel,1244962,22162,,P.16
1252702,21,"-37.81172390817975, 144.95668033737152",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81172391,144.95668033737152,,,,1,1,0,,,,,,"{""coordinates"": [144.95668033737152, -37.81172390817975], ""type"": ""Point""}",0,16.06194587,260,Signage,Sign - Public Transport,28872,,110759,,Sign - Public Transport 1 Panel,1252702,22615,,P.16
1479417,21,"-37.80067995380995, 144.96981348058867",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80067995,144.96981348058867,,,,1,1,0,,,,,,"{""coordinates"": [144.96981348058867, -37.80067995380995], ""type"": ""Point""}",0,5.58301084,149,Signage,Sign - Public Transport,31576,,528486,,Sign - Public Transport 1 Panel,1479417,20561,,P.16
1581811,21,"-37.798900728955765, 144.94922621224848",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79890073,144.94922621224848,,,,1,1,0,,,,,,"{""coordinates"": [144.94922621224848, -37.798900728955765], ""type"": ""Point""}",0,7.78996688,331,Signage,Sign - Public Transport,36903,,104577,,Sign - Public Transport 1 Panel,1581811,21148,,P.16
1271914,21,"-37.83316401267591, 144.97443745130263",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.83316401,144.97443745130263,,,,1,1,0,,,,,,"{""coordinates"": [144.97443745130263, -37.83316401267591], ""type"": ""Point""}",0,0,0,Signage,Sign - Public Transport,1029,,0,,Sign - Public Transport 1 Panel,1271914,22708,,P.16
1577059,21,"-37.79436108568101, 144.92998424529242",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79436109,144.92998424529242,,,,1,1,0,,,,,,"{""coordinates"": [144.92998424529242, -37.79436108568101], ""type"": ""Point""}",0,3.10572182,112,Signage,Sign - Public Transport,1139,,616011,,Sign - Public Transport 1 Panel,1577059,21693,,P.16
1481028,21,"-37.817452093555325, 144.96168480565794",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.81745209,144.96168480565794,,,,1,1,0,,,,,,"{""coordinates"": [144.96168480565794, -37.817452093555325], ""type"": ""Point""}",0,7.23972603,268,Signage,Sign - Public Transport,1263,,527371,,Sign - Public Transport 1 Panel,1481028,20171,,P.16
1257184,21,"-37.80568178285169, 144.9538874178126",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80568178,144.9538874178126,,,,1,1,0,,,,,,"{""coordinates"": [144.9538874178126, -37.80568178285169], ""type"": ""Point""}",0,13.19581543,295,Signage,Sign - Public Transport,6253,,533738,,Sign - Public Transport 1 Panel,1257184,20951,,P.16
1568360,21,"-37.81284286140822, 144.95705739709712",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.81284286,144.95705739709712,,,,1,1,0,,,,,,"{""coordinates"": [144.95705739709712, -37.81284286140822], ""type"": ""Point""}",0,24.10362334,104,Signage,Sign - Public Transport,7768,,110758,,Sign - Public Transport 1 Panel,1568360,20186,,P.16
1240004,21,"-37.82622493578387, 144.96073232156283",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.82622494,144.96073232156283,,,,1,1,0,,,,,,"{""coordinates"": [144.96073232156283, -37.82622493578387], ""type"": ""Point""}",0,36.61689529,251,Signage,Sign - Public Transport,8972,,110636,,Sign - Public Transport 1 Panel,1240004,22043,,P.16
1344568,21,"-37.82590463494035, 144.9222805585589",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.82590463,144.9222805585589,,,,1,1,0,,,,,,"{""coordinates"": [144.9222805585589, -37.82590463494035], ""type"": ""Point""}",0,0,0,Signage,Sign - Public Transport,14494,,0,,Sign - Public Transport 1 Panel,1344568,22149,,P.16
1247701,21,"-37.793085802097636, 144.97495851135966",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.7930858,144.97495851135966,,,,1,1,0,,,,,,"{""coordinates"": [144.97495851135966, -37.793085802097636], ""type"": ""Point""}",0,13.45065798,218,Signage,Sign - Public Transport,15742,,109095,,Sign - Public Transport 1 Panel,1247701,20627,,P.16
1575590,21,"-37.80000725498236, 144.96097934573706",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80000725,144.96097934573706,,,,1,1,0,,,,,,"{""coordinates"": [144.96097934573706, -37.80000725498236], ""type"": ""Point""}",0,39.38772297,296,Signage,Sign - Public Transport,5005,,518481,,Sign - Public Transport 1 Panel,1575590,20461,,P.16
1236305,21,"-37.807815885141665, 144.91663837870203",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.80781589,144.91663837870203,,,,1,1,0,,,,,,"{""coordinates"": [144.91663837870203, -37.807815885141665], ""type"": ""Point""}",0,80.95956349,127,Signage,Sign - Public Transport,6298,,104048,,Sign - Public Transport 1 Panel,1236305,22443,,P.16
1232805,21,"-37.82500188553457, 144.95694945167727",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.82500189,144.95694945167727,,,,1,1,0,,,,,,"{""coordinates"": [144.95694945167727, -37.82500188553457], ""type"": ""Point""}",0,85.1697911,277,Signage,Sign - Public Transport,8264,,622450,,Sign - Public Transport 1 Panel,1232805,22454,,P.16
1249876,21,"-37.79859348300079, 144.94845845599968",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79859348,144.94845845599968,,,,1,1,0,,,,,,"{""coordinates"": [144.94845845599968, -37.79859348300079], ""type"": ""Point""}",0,42.16823981,297,Signage,Sign - Public Transport,8970,,638970,,Sign - Public Transport 1 Panel,1249876,21168,,P.16
1575585,21,"-37.800561849475905, 144.96449089849344",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80056185,144.96449089849344,,,,1,1,0,,,,,,"{""coordinates"": [144.96449089849344, -37.800561849475905], ""type"": ""Point""}",0,32.12911779,42,Signage,Sign - Public Transport,9175,,104469,,Sign - Public Transport 1 Panel,1575585,22506,,P.16
1233065,21,"-37.82168352630472, 144.96129766991564",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.82168353,144.96129766991564,,,,1,1,0,,,,,,"{""coordinates"": [144.96129766991564, -37.82168352630472], ""type"": ""Point""}",0,14.41924388,202,Signage,Sign - Public Transport,11741,,570575,,Sign - Public Transport 1 Panel,1233065,22563,,P.16
1253284,21,"-37.8338230491092, 144.9795143710974",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.83382305,144.9795143710974,,,,1,1,0,,,,,,"{""coordinates"": [144.9795143710974, -37.8338230491092], ""type"": ""Point""}",0,6.94297602,188,Signage,Sign - Public Transport,13242,,111370,,Sign - Public Transport 1 Panel,1253284,22225,,P.16
1579942,21,"-37.794769078965565, 144.92642079506638",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79476908,144.92642079506638,,,,1,1,0,,,,,,"{""coordinates"": [144.92642079506638, -37.794769078965565], ""type"": ""Point""}",0,3.50447999,81,Signage,Sign - Public Transport,15553,,105257,,Sign - Public Transport 1 Panel,1579942,21686,,P.16
1240396,21,"-37.803343440196116, 144.9693670992385",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80334344,144.9693670992385,,,,1,1,0,,,,,,"{""coordinates"": [144.9693670992385, -37.803343440196116], ""type"": ""Point""}",0,10.91445028,117,Signage,Sign - Public Transport,16758,,612989,,Sign - Public Transport 1 Panel,1240396,20556,,P.16
1344528,21,"-37.81570404359276, 144.96116717702685",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.81570404,144.96116717702685,,,,1,1,0,,,,,,"{""coordinates"": [144.96116717702685, -37.81570404359276], ""type"": ""Point""}",0,9.31682891,317,Signage,Sign - Public Transport,22937,,527822,,Sign - Public Transport 1 Panel,1344528,20173,,P.16
1252744,21,"-37.81105987177411, 144.95869339408225",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81105987,144.95869339408225,,,,1,1,0,,,,,,"{""coordinates"": [144.95869339408225, -37.81105987177411], ""type"": ""Point""}",0,31.78757985,239,Signage,Sign - Public Transport,26735,,577288,,Sign - Public Transport 1 Panel,1252744,20026,,P.16
1257193,21,"-37.80551491970227, 144.9523962734518",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80551492,144.9523962734518,,,,1,1,0,,,,,,"{""coordinates"": [144.9523962734518, -37.80551491970227], ""type"": ""Point""}",0,11.36276208,266,Signage,Sign - Public Transport,31129,,517080,,Sign - Public Transport 1 Panel,1257193,20960,,P.16
1236369,21,"-37.80690391858625, 144.91162832730802",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.80690392,144.91162832730802,,,,1,1,0,,,,,,"{""coordinates"": [144.91162832730802, -37.80690391858625], ""type"": ""Point""}",0,56.19476538,158,Signage,Sign - Public Transport,33030,,104052,,Sign - Public Transport 1 Panel,1236369,22442,,P.16
1244899,21,"-37.82453811405424, 144.90656156970934",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.82453811,144.90656156970934,,,,1,1,0,,,,,,"{""coordinates"": [144.90656156970934, -37.82453811405424], ""type"": ""Point""}",0,21.17097381,279,Signage,Sign - Public Transport,34368,,570827,,Sign - Public Transport 1 Panel,1244899,22168,,P.16
1251669,21,"-37.80496835121376, 144.94935083669122",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80496835,144.94935083669122,,,,1,1,0,,,,,,"{""coordinates"": [144.94935083669122, -37.80496835121376], ""type"": ""Point""}",0,9.4436089,4,Signage,Sign - Public Transport,36112,,512269,,Sign - Public Transport 1 Panel,1251669,20992,,P.16
1239357,21,"-37.82627995778155, 144.97118333863307",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.82627996,144.97118333863307,,,,1,1,0,,,,,,"{""coordinates"": [144.97118333863307, -37.82627995778155], ""type"": ""Point""}",0,74.05770302,326,Signage,Sign - Public Transport,37971,,111024,,Sign - Public Transport 1 Panel,1239357,22702,,P.16
1234022,21,"-37.79270227455465, 144.95831424644234",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79270227,144.95831424644234,,,,1,1,0,,,,,,"{""coordinates"": [144.95831424644234, -37.79270227455465], ""type"": ""Point""}",0,34.40210408,222,Signage,Sign - Public Transport,38641,,108487,,Sign - Public Transport 1 Panel,1234022,22372,,P.16
1240744,21,"-37.79898487483806, 144.96733940321963",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79898487,144.96733940321963,,,,1,1,0,,,,,,"{""coordinates"": [144.96733940321963, -37.79898487483806], ""type"": ""Point""}",0,5.91725485,357,Signage,Sign - Public Transport,42233,,106200,,Sign - Public Transport 1 Panel,1240744,20532,,P.16
1575501,21,"-37.800456485496696, 144.96510004696515",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80045649,144.96510004696515,,,,1,1,0,,,,,,"{""coordinates"": [144.96510004696515, -37.800456485496696], ""type"": ""Point""}",0,28.06452572,292,Signage,Sign - Public Transport,12890,,597172,,Sign - Public Transport 1 Panel,1575501,22506,,P.16
1252413,21,"-37.790034182492505, 144.95863808667602",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79003418,144.95863808667602,,,,1,1,0,,,,,,"{""coordinates"": [144.95863808667602, -37.790034182492505], ""type"": ""Point""}",0,21.00980919,175,Signage,Sign - Public Transport,13187,,529024,,Sign - Public Transport 1 Panel,1252413,22374,,P.16
1545853,21,"-37.8047924247435, 144.969120352164",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80479242,144.9691204,,,,1,1,0,,,,,,"{""coordinates"": [144.969120352164, -37.8047924247435], ""type"": ""Point""}",0,5.69670571,226,Signage,Sign - Public Transport,20050,,633312,,Sign - Public Transport 1 Panel,1545853,20556,,P.16
1245081,21,"-37.822473896289935, 144.92102531585414",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.8224739,144.92102531585414,,,,1,1,0,,,,,,"{""coordinates"": [144.92102531585414, -37.822473896289935], ""type"": ""Point""}",0,29.14846488,340,Signage,Sign - Public Transport,27899,,605711,,Sign - Public Transport 1 Panel,1245081,22159,,P.16
1244795,21,"-37.827796021172645, 144.90881358787925",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.82779602,144.90881358787925,,,,1,1,0,,,,,,"{""coordinates"": [144.90881358787925, -37.827796021172645], ""type"": ""Point""}",0,21.27898891,91,Signage,Sign - Public Transport,28960,,586084,,Sign - Public Transport 1 Panel,1244795,22170,,P.16
1237092,21,"-37.81353897396532, 144.95728334230756",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81353897,144.95728334230756,,,,1,1,0,,,,,,"{""coordinates"": [144.95728334230756, -37.81353897396532], ""type"": ""Point""}",0,42.17718722,207,Signage,Sign - Public Transport,640,,543382,,Sign - Public Transport 1 Panel,1237092,20186,,P.16
1245221,21,"-37.82146476463953, 144.9303191551562",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.82146476,144.9303191551562,,,,1,1,0,,,,,,"{""coordinates"": [144.9303191551562, -37.82146476463953], ""type"": ""Point""}",0,32.18066371,298,Signage,Sign - Public Transport,2527,,110521,,Sign - Public Transport 1 Panel,1245221,30638,,P.16
1253565,21,"-37.812490976626215, 144.95370614040704",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81249098,144.95370614040704,,,,1,1,0,,,,,,"{""coordinates"": [144.95370614040704, -37.812490976626215], ""type"": ""Point""}",0,16.14376437,99,Signage,Sign - Public Transport,5111,,602160,,Sign - Public Transport 1 Panel,1253565,20030,,P.16
1253494,21,"-37.81046893573314, 144.95002330947514",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.81046894,144.95002330947514,,,,1,1,0,,,,,,"{""coordinates"": [144.95002330947514, -37.81046893573314], ""type"": ""Point""}",0,9.84831407,130,Signage,Sign - Public Transport,6308,,608842,,Sign - Public Transport 1 Panel,1253494,21486,,P.16
1256981,21,"-37.80868206462129, 144.94871799084606",Sign - Public Transport 1 Panel Bus Stop Type 13,,,,-37.80868206,144.94871799084606,,,,1,1,0,,,,,,"{""coordinates"": [144.94871799084606, -37.80868206462129], ""type"": ""Point""}",0,3.71203798,253,Signage,Sign - Public Transport,11572,,108865,,Sign - Public Transport 1 Panel,1256981,21423,,P.16
1448084,21,"-37.80936279878404, 144.95558831833387",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.8093628,144.95558831833387,,,,1,1,0,,,,,,"{""coordinates"": [144.95558831833387, -37.80936279878404], ""type"": ""Point""}",0,41.78250894,65,Signage,Sign - Public Transport,12010,,514908,,Sign - Public Transport 1 Panel,1448084,21528,,P.16
1234089,21,"-37.79382711275603, 144.9712669861909",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79382711,144.9712669861909,,,,1,1,0,,,,,,"{""coordinates"": [144.9712669861909, -37.79382711275603], ""type"": ""Point""}",0,3.80221475,321,Signage,Sign - Public Transport,12205,,108220,,Sign - Public Transport 1 Panel,1234089,20639,,P.16
1579425,21,"-37.80047456029286, 144.91681504215674",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80047456,144.91681504215674,,,,1,1,0,,,,,,"{""coordinates"": [144.91681504215674, -37.80047456029286], ""type"": ""Point""}",0,4.80210839,8,Signage,Sign - Public Transport,12390,,105224,,Sign - Public Transport 1 Panel,1579425,21843,,P.16
1579415,21,"-37.80357727969363, 144.93206072785097",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80357728,144.93206072785097,,,,1,1,0,,,,,,"{""coordinates"": [144.93206072785097, -37.80357727969363], ""type"": ""Point""}",0,53.3591988,147,Signage,Sign - Public Transport,12777,,103008,,Sign - Public Transport 1 Panel,1579415,21675,,P.16
1345095,21,"-37.81916651372429, 144.96197776773317",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.81916651,144.96197776773317,,,,1,1,0,,,,,,"{""coordinates"": [144.96197776773317, -37.81916651372429], ""type"": ""Point""}",0,8.68293188,289,Signage,Sign - Public Transport,12946,,639652,,Sign - Public Transport 1 Panel,1345095,20218,,P.16
1240329,21,"-37.80256698905951, 144.96650544429707",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80256699,144.96650544429707,,,,1,1,0,,,,,,"{""coordinates"": [144.96650544429707, -37.80256698905951], ""type"": ""Point""}",0,24.94990559,346,Signage,Sign - Public Transport,13491,,627268,,Sign - Public Transport 1 Panel,1240329,20528,,P.16
1239404,21,"-37.82480198399865, 144.97076232908503",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.82480198,144.97076232908503,,,,1,1,0,,,,,,"{""coordinates"": [144.97076232908503, -37.82480198399865], ""type"": ""Point""}",0,26.35338346,200,Signage,Sign - Public Transport,15210,,540076,,Sign - Public Transport 1 Panel,1239404,22466,,P.16
1252331,21,"-37.78766752944717, 144.95913336071771",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.78766753,144.95913336071771,,,,1,1,0,,,,,,"{""coordinates"": [144.95913336071771, -37.78766752944717], ""type"": ""Point""}",0,53.92558496,132,Signage,Sign - Public Transport,20790,,529045,,Sign - Public Transport 1 Panel,1252331,22433,,P.16
1236808,21,"-37.815867567322975, 144.95824209522883",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.81586757,144.95824209522883,,,,1,1,0,,,,,,"{""coordinates"": [144.95824209522883, -37.815867567322975], ""type"": ""Point""}",0,63.64203904,94,Signage,Sign - Public Transport,21874,,548056,,Sign - Public Transport 1 Panel,1236808,20183,,P.16
