id,map_id,address,description,pic,link,icon,lat,lng,anim,title,infoopen,category,approved,retina,type,did,sticky,other_data,layergroup,Custom Field: GIS_ID,Custom Field: DESCRIPTION_BIKE,Custom Field: ASSET_CLASS,Custom Field: ASSET_TYPE,Custom Field: MODEL_NO,Custom Field: MODEL_DESCR,Custom Field: DIVISION,Custom Field: COMPANY,Custom Field: CONDITION_RATING,Custom Field: EVALUATION_DATE,Custom Field: EASTING,Custom Field: NORTHING,Custom Field: UploadDate
1617563,21,"-37.79742490553569, 144.97101671560605","Elgin Street between Canning Street and Rathdowne Street approximately 4m South of Carlton Barbers, 114 Elgin Street, Carlton, 3053",,,,-37.79742491,144.97101671560603,,,0,Bicycle Rails,1,1,,,,,,1617563,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.92,30/4/2021,321362.4,5814721.75,14/8/2021
1074909,21,"-37.797849216038266, 144.9705794460125","Rathdowne Street between Faraday Street and Elgin Street approximately 29m NW of 72 Macarthur Place North, Carlton, 3053",,,,-37.79784922,144.9705794460125,,,0,Bicycle Rails,1,1,,,,,,1074909,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.08,30/4/2021,321324.92,5814673.83,14/8/2021
1753325,21,"-37.80579117097827, 144.96290482691458","Swanston Street between Victoria Street and Queensberry Street approximately 32m SW of Unit 3319, 478 Swanston Street, Carlton, 3053",,,,-37.80579117,144.96290482691458,,,0,Bicycle Rails,1,1,,,,,,1753325,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320668.37,5813777.84,14/8/2021
1777915,21,"-37.80638385311755, 144.9627993771599","Swanston Street between Victoria Street and Queensberry Street approximately 28m West of Sheriff's Office/Fine Default Unit/Carlton Community Corrections Centre/Department of Justice and Community Safety, 444 Swanston Street, Carlton, 3053",,,,-37.80638385,144.9627993771599,,,0,Bicycle Rails,1,1,,,,,,1777915,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320660.52,5813711.87,14/8/2021
1442798,21,"-37.80284155638964, 144.95898228180937","Berkeley Street between Queensberry Street and Pelham Street approximately 7m South of 116-118 Berkeley Street, Carlton, 3053",,,,-37.80284156,144.95898228180937,,,0,Bicycle Rails,1,1,,,,,,1442798,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.56,30/4/2021,320315.87,5814097.61,14/8/2021
1606133,21,"-37.802638523670296, 144.9588888323546","Berkeley Street between Queensberry Street and Pelham Street approximately 8m NW of 120 Berkeley Street, Carlton, 3053",,,,-37.80263852,144.9588888323546,,,0,Bicycle Rails,1,1,,,,,,1606133,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.56,30/4/2021,320307.15,5814119.96,14/8/2021
1617552,21,"-37.79976759010242, 144.9589481061429","Intersection of Berkeley Street and Grattan Street approximately 59m North of Carpark University Of Melbourne, Carpark Melbourne University, 220 Berkeley Street, Carlton, 3053",,,,-37.79976759,144.9589481061429,,,0,Bicycle Rails,1,1,,,,,,1617552,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.72,30/4/2021,320305.41,5814438.65,14/8/2021
1588688,21,"-37.796124057088804, 144.97428874392213","Station Street between Palmerston Street and Kay Street approximately 4m SW of 64 Station Street, Carlton, 3053",,,,-37.79612406,144.97428874392213,,,0,Bicycle Rails,1,1,,,,,,1588688,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.5,30/4/2021,321647.38,5814872.35,14/8/2021
1755497,21,"-37.804894178795365, 144.96030406642495","Leicester Street between Berkeley Street and Queensberry Street approximately 28m East of Diabetes Victoria, Ground, 51 Leicester Street, Carlton, 3053",,,,-37.80489418,144.96030406642495,,,0,Bicycle Rails,1,1,,,,,,1755497,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320437.22,5813872.38,14/8/2021
1074402,21,"-37.80022784609818, 144.96713439984816","Lygon Street between Grattan Street and Faraday Street approximately 6m SW of National Australia Bank Limited, 288 Lygon Street, Carlton, 3053",,,,-37.80022785,144.96713439984816,,,0,Bicycle Rails,1,1,,,,,,1074402,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.97,30/4/2021,321027.32,5814403.29,14/8/2021
1723238,21,"-37.80212759407982, 144.96031090128704","Pelham Street between Leicester Street and Barry Street approximately 12m North of Telstra Carlton Exchange, 183 Pelham Street, Carlton, 3053",,,,-37.80212759,144.96031090128704,,,0,Bicycle Rails,1,1,,,,,,1723238,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.12,30/4/2021,320431.12,5814179.39,14/8/2021
1588687,21,"-37.796122599079666, 144.97427208938493","Station Street between Palmerston Street and Kay Street approximately 5m SW of 64 Station Street, Carlton, 3053",,,,-37.7961226,144.97427208938493,,,0,Bicycle Rails,1,1,,,,,,1588687,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.5,30/4/2021,321645.91,5814872.48,14/8/2021
1529901,21,"-37.805435037722056, 144.96450020719666","Cardigan Street between Victoria Street and Queensberry Street approximately 6m SE of Achievement Cleaning Services Pty Limited, Ground, 57 Cardigan Street, Carlton, 3053",,,,-37.80543504,144.96450020719666,,,0,Bicycle Rails,1,1,,,,,,1529901,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.74,30/4/2021,320807.97,5813820.42,14/8/2021
1372734,21,"-37.800360384077024, 144.9642584930999","Grattan Street between Cardigan Street and Swanston Street approximately 33m North of Colourful Yunnan Restaurant, 680 Swanston Street, Carlton, 3053",,,,-37.80036038,144.9642584930999,,,0,Bicycle Rails,1,1,,,,,,1372734,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.11,30/4/2021,320774.42,5814383.07,14/8/2021
1511474,21,"-37.800749307210594, 144.9625582873595","Bouverie Street between Lincoln Square North and Grattan Street approximately 3m West of Centre For Disaster Management & Public Safety, 172 Bouverie Street, Carlton, 3053",,,,-37.80074931,144.9625582873595,,,0,Bicycle Rails,1,1,,,,,,1511474,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320625.66,5814336.65,14/8/2021
1553803,21,"-37.79772510564527, 144.96881161298765","Drummond Street between Faraday Street and Elgin Street approximately 5m NE of La Mama (Inc)./La Mama Courthouse, 345 Drummond Street, Carlton, 3053",,,,-37.79772511,144.96881161298765,,,0,Bicycle Rails,1,1,,,,,,1553803,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.91,30/4/2021,321168.96,5814684.22,14/8/2021
1074401,21,"-37.80056585063365, 144.96707538711576","Lygon Street between Grattan Street and Faraday Street approximately 25m South of 280 Lygon Street, Carlton, 3053",,,,-37.80056585,144.96707538711576,,,0,Bicycle Rails,1,1,,,,,,1074401,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.17,30/4/2021,321022.94,5814365.67,14/8/2021
1528510,21,"-37.80096823597892, 144.9725698762998","Carlton Street between Nicholson Street and Canning Street approximately 4m SE of 50 Carlton Street, Carlton, 3053",,,,-37.80096824,144.9725698762998,,,0,Bicycle Rails,1,1,,,,,,1528510,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.33,30/4/2021,321507.69,5814331.53,14/8/2021
1753319,21,"-37.80616307980076, 144.96311802303384","Swanston Street between Victoria Street and Queensberry Street approximately 9m SW of Melbourne City Print, 460 Swanston Street, Carlton, 3053",,,,-37.80616308,144.96311802303384,,,0,Bicycle Rails,1,1,,,,,,1753319,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320688.04,5813736.98,14/8/2021
1074835,21,"-37.80045058107327, 144.96233514700378","Bouverie Street between Lincoln Square North and Grattan Street approximately 12m SE of the Prince Alfred Rooftop and Bar, Prince Alfred Hotel, 191-197 Grattan Street, Carlton, 3053",,,,-37.80045058,144.96233514700378,,,0,Bicycle Rails,1,1,,,,,,1074835,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320605.29,5814369.37,14/8/2021
1313814,21,"-37.79805240351461, 144.96748955141862","Lygon Street between Faraday Street and Elgin Street approximately 20m North of Ground, 366 Lygon Street, Carlton, 3053",,,,-37.7980524,144.96748955141862,,,0,Bicycle Rails,1,1,,,,,,1313814,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.17,30/4/2021,321053.34,5814645.37,14/8/2021
1074217,21,"-37.797298859459, 144.96778322568872","Elgin Street between Drummond Street and Lygon Street approximately 3m North of Coles Express, 201-205 Elgin Street, Carlton, 3053",,,,-37.79729886,144.96778322568872,,,0,Bicycle Rails,1,1,,,,,,1074217,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.1,30/4/2021,321077.38,5814729.55,14/8/2021
1074157,21,"-37.80317435470151, 144.96876477063194","Pelham Street between Rathdowne Street and Drummond Street approximately 49m West of Incolink, 1 Pelham Street, Carlton, 3053",,,,-37.80317435,144.96876477063194,,,0,Bicycle Rails,1,1,,,,,,1074157,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.12,30/4/2021,321177.98,5814079.45,14/8/2021
1656148,21,"-37.80029215872201, 144.96368477672274","Grattan Street between Swanston Street and Bouverie Street approximately 32m NE of Teaser Carlton, 163 Grattan Street, Carlton, 3053",,,,-37.80029216,144.96368477672274,,,0,Bicycle Rails,1,1,,,,,,1656148,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.11,30/4/2021,320723.74,5814389.54,14/8/2021
1637940,21,"-37.79856880737153, 144.96529415681698","Faraday Street between Cardigan Street and Swanston Street approximately 27m South of 258 Faraday Street, Carlton, 3053",,,,-37.79856881,144.96529415681698,,,0,Bicycle Rails,1,1,,,,,,1637940,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.11,30/4/2021,320861.28,5814583.86,14/8/2021
1074403,21,"-37.79994335191938, 144.96718183691215","Lygon Street between Grattan Street and Faraday Street approximately 6m West of Biba Salon, 300 Lygon Street, Carlton, 3053",,,,-37.79994335,144.96718183691215,,,0,Bicycle Rails,1,1,,,,,,1074403,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.17,30/4/2021,321030.81,5814434.95,14/8/2021
1510300,21,"-37.80215842755838, 144.95978623994088","Pelham Street between Leicester Street and Barry Street approximately 47m West of Telstra Carlton Exchange, 183 Pelham Street, Carlton, 3053",,,,-37.80215843,144.95978623994088,,,0,Bicycle Rails,1,1,,,,,,1510300,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.12,30/4/2021,320385.0,5814174.96,14/8/2021
1618573,21,"-37.8003737384511, 144.96285242791384","Grattan Street between Swanston Street and Bouverie Street approximately 15m East of Academic Services, Ground, 187 Grattan Street, Carlton, 3053",,,,-37.80037374,144.96285242791384,,,0,Bicycle Rails,1,1,,,,,,1618573,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.11,30/4/2021,320650.65,5814378.89,14/8/2021
1744274,21,"-37.80378113667354, 144.96009083721972","Barry Street between Leicester Street and Pelham Street approximately 13m NE of The University of Melbourne, Ground, Part Level 1 & Level 2-3, 11 Barry Street, Carlton, 3053",,,,-37.80378114,144.96009083721972,,,0,Bicycle Rails,1,1,,,,,,1744274,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.95,30/4/2021,320415.75,5813995.48,14/8/2021
1546839,21,"-37.79496133289146, 144.97447608981594","Station Street between Kay Street and Princes Street approximately 4m West of 102 Station Street, Carlton, 3053",,,,-37.79496133,144.97447608981594,,,0,Bicycle Rails,1,1,,,,,,1546839,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.5,30/4/2021,321661.08,5815001.73,14/8/2021
1546848,21,"-37.79462108980855, 144.97440520619494","Station Street between Kay Street and Princes Street approximately 5m East of 115 Station Street, Carlton, 3053",,,,-37.79462109,144.97440520619494,,,0,Bicycle Rails,1,1,,,,,,1546848,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.5,30/4/2021,321654.02,5815039.35,14/8/2021
1755783,21,"-37.79912085238943, 144.96405220816143","Swanston Street between Grattan Street and Faraday Street approximately 30m West of E Dumpling, 740 Swanston Street, Carlton, 3053",,,,-37.79912085,144.96405220816143,,,0,Bicycle Rails,1,1,,,,,,1755783,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320753.26,5814520.22,14/8/2021
1750467,21,"-37.7955184340154, 144.97506777099917","Kay Street between Nicholson Street and Station Street approximately 11m North of Fernwood Fitness Centre Carlton, 193-197 Nicholson Street, Carlton, 3053",,,,-37.79551843,144.97506777099915,,,0,Bicycle Rails,1,1,,,,,,1750467,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.18,30/4/2021,321714.52,5814941.04,14/8/2021
1442797,21,"-37.80283383314227, 144.9589786328109","Berkeley Street between Queensberry Street and Pelham Street approximately 6m South of 116-118 Berkeley Street, Carlton, 3053",,,,-37.80283383,144.9589786328109,,,0,Bicycle Rails,1,1,,,,,,1442797,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.56,30/4/2021,320315.53,5814098.46,14/8/2021
1717216,21,"-37.803820610715285, 144.96805037132913","Drummond Street between Queensberry Street and Pelham Street approximately 26m North of 114 Drummond Street, Carlton, 3053",,,,-37.80382061,144.96805037132913,,,0,Bicycle Rails,1,1,,,,,,1717216,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.89,30/4/2021,321116.64,5814006.37,14/8/2021
1584869,21,"-37.80206818788337, 144.96205354217247","Bouverie Street between Pelham Street and Lincoln Square North approximately 5m NE of Australian College Of Sport And Fitness/Australian College Of Dance, 183-189 Bouverie Street, Carlton, 3053",,,,-37.80206819,144.96205354217247,,,0,Bicycle Rails,1,1,,,,,,1584869,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320584.41,5814189.33,14/8/2021
1313646,21,"-37.796977669599045, 144.9668950657223","Elgin Street between Lygon Street and Cardigan Street approximately 7m West of My Body Vibes, 218 Elgin Street, Carlton, 3053",,,,-37.79697767,144.9668950657223,,,0,Bicycle Rails,1,1,,,,,,1313646,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.1,30/4/2021,320998.4,5814763.49,14/8/2021
1073997,21,"-37.79751661013818, 144.96978584203504","Elgin Street between Rathdowne Street and Drummond Street approximately 3m North of Music Swop Shop, 147 Elgin Street, Carlton, 3053",,,,-37.79751661,144.96978584203504,,,0,Bicycle Rails,1,1,,,,,,1073997,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.1,30/4/2021,321254.24,5814709.22,14/8/2021
1769549,21,"-37.79638008243098, 144.96718128608958","Keppel Street between Lygon Street and Palmerston Street approximately 27m NE of 21 Keppel Street, Carlton, 3053",,,,-37.79638008,144.96718128608958,,,0,Bicycle Rails,1,1,,,,,,1769549,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,321022.16,5814830.35,14/8/2021
1073837,21,"-37.803363963690146, 144.9633333830737","Swanston Street between Queensberry Street and Lincoln Square South approximately 16m East of 5 Lincoln Square South, Carlton, 3053",,,,-37.80336396,144.9633333830737,,,0,Bicycle Rails,1,1,,,,,,1073837,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320700.23,5814048.0,14/8/2021
1313514,21,"-37.7988528620047, 144.96736607712626","Lygon Street between Grattan Street and Faraday Street approximately 6m West of Grill'd Healthy Burgers, 350 Lygon Street, Carlton, 3053",,,,-37.79885286,144.96736607712626,,,0,Bicycle Rails,1,1,,,,,,1313514,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.17,30/4/2021,321044.4,5814556.31,14/8/2021
1766831,21,"-37.806146001322304, 144.96613932760854","Lygon Street between Victoria Street and Queensberry Street approximately 29m East of The Curtin, John Curtin Hotel, 27-31 Lygon Street, Carlton, 3053",,,,-37.806146,144.96613932760854,,,0,Bicycle Rails,1,1,,,,,,1766831,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320954.0,5813744.67,14/8/2021
1528503,21,"-37.79903684677574, 144.96980895321767","Faraday Street between Rathdowne Street and Drummond Street approximately 9m NE of 139 Faraday Street, Carlton, 3053",,,,-37.79903685,144.9698089532177,,,0,Bicycle Rails,1,1,,,,,,1528503,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.33,30/4/2021,321259.94,5814540.57,14/8/2021
1529900,21,"-37.8059540156827, 144.96441621730025","Cardigan Street between Victoria Street and Queensberry Street approximately 20m NE of Royal Melbourne Institute Of Technology, 23-27 Cardigan Street, Carlton, 3053",,,,-37.80595402,144.96441621730025,,,0,Bicycle Rails,1,1,,,,,,1529900,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.35,30/4/2021,320801.83,5813762.67,14/8/2021
1637446,21,"-37.79596751315438, 144.96855948543774","Palmerston Street between Drummond Street and Lygon Street approximately 18m West of Church Of All Nations, Church, 178-204 Palmerston Street, Carlton, 3053",,,,-37.79596751,144.96855948543774,,,0,Bicycle Rails,1,1,,,,,,1637446,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.92,30/4/2021,321142.52,5814878.77,14/8/2021
1074099,21,"-37.804788439600244, 144.96034388934137","Leicester Street between Berkeley Street and Queensberry Street approximately 36m NE of Diabetes Victoria, Ground, 51 Leicester Street, Carlton, 3053",,,,-37.80478844,144.96034388934137,,,0,Bicycle Rails,1,1,,,,,,1074099,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.96,30/4/2021,320440.47,5813884.19,14/8/2021
1557572,21,"-37.80028988829631, 144.96366291942832","Grattan Street between Swanston Street and Bouverie Street approximately 31m NE of Teaser Carlton, 163 Grattan Street, Carlton, 3053",,,,-37.80028989,144.96366291942832,,,0,Bicycle Rails,1,1,,,,,,1557572,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.11,30/4/2021,320721.81,5814389.75,14/8/2021
1074098,21,"-37.804773166221004, 144.96034658117517","Leicester Street between Berkeley Street and Queensberry Street approximately 37m NE of Diabetes Victoria, Ground, 51 Leicester Street, Carlton, 3053",,,,-37.80477317,144.96034658117517,,,0,Bicycle Rails,1,1,,,,,,1074098,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.96,30/4/2021,320440.67,5813885.89,14/8/2021
1755766,21,"-37.796019956587884, 144.96914439449006","Intersection of Drummond Street and Palmerston Street approximately 13m East of Church Of All Nations Community Support, 180 Palmerston Street, Carlton, 3053",,,,-37.79601996,144.96914439449006,,,0,Bicycle Rails,1,1,,,,,,1755766,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,321194.15,5814874.07,14/8/2021
1755847,21,"-37.80212626233926, 144.96028084026585","Pelham Street between Leicester Street and Barry Street approximately 12m North of Telstra Carlton Exchange, 183 Pelham Street, Carlton, 3053",,,,-37.80212626,144.96028084026585,,,0,Bicycle Rails,1,1,,,,,,1755847,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320428.47,5814179.48,14/8/2021
1562051,21,"-37.7977327442138, 144.97389534383854","Elgin Street between Nicholson Street and Canning Street approximately 28m North of 21 Elgin Street, Carlton, 3053",,,,-37.79773274,144.97389534383854,,,0,Bicycle Rails,1,1,,,,,,1562051,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.92,30/4/2021,321616.61,5814693.09,14/8/2021
1486759,21,"-37.80073594257185, 144.96554349313556","Cardigan Street between Argyle Place North and Grattan Street approximately 9m West of Pepper Alley, 117 Grattan Street, Carlton, 3053",,,,-37.80073594,144.96554349313556,,,0,Bicycle Rails,1,1,,,,,,1486759,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320888.47,5814343.86,14/8/2021
1073813,21,"-37.79440891779446, 144.97534654578013","Nicholson Street between Kay Street and Princes Street approximately 3m East of Maric Goya Natural Therapies, Ground, 239 Nicholson Street, Carlton, 3053",,,,-37.79440892,144.97534654578013,,,0,Bicycle Rails,1,1,,,,,,1073813,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.88,30/4/2021,321736.4,5815064.69,14/8/2021
1755500,21,"-37.804912608721665, 144.96030151488625","Leicester Street between Berkeley Street and Queensberry Street approximately 27m East of Diabetes Victoria, Ground, 51 Leicester Street, Carlton, 3053",,,,-37.80491261,144.96030151488625,,,0,Bicycle Rails,1,1,,,,,,1755500,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320437.04,5813870.33,14/8/2021
