id,map_id,address,description,pic,link,icon,lat,lng,anim,title,infoopen,category,approved,retina,type,did,sticky,other_data,layergroup,Custom Field: GIS_ID,Custom Field: DESCRIPTION_BIKE,Custom Field: ASSET_CLASS,Custom Field: ASSET_TYPE,Custom Field: MODEL_NO,Custom Field: MODEL_DESCR,Custom Field: DIVISION,Custom Field: COMPANY,Custom Field: CONDITION_RATING,Custom Field: EVALUATION_DATE,Custom Field: EASTING,Custom Field: NORTHING,Custom Field: UploadDate
1588706,21,"-37.79634595530032, 144.97422748848027","Station Street between Palmerston Street and Kay Street approximately 5m West of 52 Station Street, Carlton, 3053",,,,-37.79634596,144.97422748848027,,,0,Bicycle Rails,1,1,,,,,,1588706,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.5,30/4/2021,321642.52,5814847.61,14/8/2021
1546819,21,"-37.793339552821124, 144.97474762373434","Station Street between Kay Street and Princes Street approximately 5m West of 172 Station Street, Carlton, 3053",,,,-37.79333955,144.97474762373434,,,0,Bicycle Rails,1,1,,,,,,1546819,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.5,30/4/2021,321681.09,5815182.21,14/8/2021
1723240,21,"-37.80213082290917, 144.9603360263464","Pelham Street between Leicester Street and Barry Street approximately 12m North of Telstra Carlton Exchange, 183 Pelham Street, Carlton, 3053",,,,-37.80213082,144.9603360263464,,,0,Bicycle Rails,1,1,,,,,,1723240,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.12,30/4/2021,320433.34,5814179.08,14/8/2021
1752902,21,"-37.80100280923199, 144.96524258040276","Cardigan Street between Argyle Place North and Grattan Street approximately 4m SE of Centre Of Italian Studies, 247-249 Cardigan Street, Carlton, 3053",,,,-37.80100281,144.96524258040276,,,0,Bicycle Rails,1,1,,,,,,1752902,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320862.62,5814313.67,14/8/2021
1590953,21,"-37.801115145679816, 144.9654853864619","Cardigan Street between Argyle Place North and Grattan Street approximately 5m SW of 170-174 Cardigan Street, Carlton, 3053",,,,-37.80111515,144.9654853864619,,,0,Bicycle Rails,1,1,,,,,,1590953,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.18,30/4/2021,320884.27,5814301.67,14/8/2021
1755786,21,"-37.79908334212417, 144.96405619098593","Swanston Street between Grattan Street and Faraday Street approximately 29m West of E Dumpling, 740 Swanston Street, Carlton, 3053",,,,-37.79908334,144.96405619098593,,,0,Bicycle Rails,1,1,,,,,,1755786,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320753.52,5814524.39,14/8/2021
1074050,21,"-37.80658295258867, 144.9645625058307","Cardigan Street between Victoria Street and Queensberry Street approximately 22m South of 16 Cardigan Street, Carlton, 3053",,,,-37.80658295,144.9645625058307,,,0,Bicycle Rails,1,1,,,,,,1074050,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.14,30/4/2021,320816.23,5813693.16,14/8/2021
1528966,21,"-37.8031732246376, 144.9690075174207","Pelham Street between Rathdowne Street and Drummond Street approximately 28m West of Incolink, 1 Pelham Street, Carlton, 3053",,,,-37.80317322,144.9690075174207,,,0,Bicycle Rails,1,1,,,,,,1528966,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.34,30/4/2021,321199.35,5814080.04,14/8/2021
1755792,21,"-37.801595514781475, 144.96313664143062","Lincoln Square North between Swanston Street and Bouverie Street approximately 64m SW of Trinity College, Upper & Lower Ground, 715-721 Swanston Street, Carlton, 3053",,,,-37.80159551,144.96313664143062,,,0,Bicycle Rails,1,1,,,,,,1755792,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320678.63,5814243.86,14/8/2021
1755862,21,"-37.8041928653593, 144.9608650218944","Queensberry Street between Bouverie Street and Leicester Street approximately 6m SW of Queensberry Childrens Centre, Gnd & Flr1, 224-252 Queensberry Street, Carlton, 3053",,,,-37.80419287,144.9608650218944,,,0,Bicycle Rails,1,1,,,,,,1755862,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320484.91,5813951.28,14/8/2021
1755796,21,"-37.80274402291727, 144.96477080900965","Pelham Street between Cardigan Street and Swanston Street approximately 12m East of 99 Pelham Street, Carlton, 3053",,,,-37.80274402,144.96477080900965,,,0,Bicycle Rails,1,1,,,,,,1755796,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320825.29,5814119.55,14/8/2021
1074061,21,"-37.793117107558324, 144.9714573199991","Carlton Baths approximately 5m SE of Carlton Baths, 248 Rathdowne Street, Carlton, 3053",,,,-37.79311711,144.9714573199991,,,0,Bicycle Rails,1,1,,,,,,1074061,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,1.69,30/4/2021,321390.82,5815200.61,14/8/2021
1073841,21,"-37.803391001634886, 144.96332832431503","Swanston Street between Queensberry Street and Lincoln Square South approximately 17m SE of 5 Lincoln Square South, Carlton, 3053",,,,-37.803391,144.96332832431503,,,0,Bicycle Rails,1,1,,,,,,1073841,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320699.85,5814044.99,14/8/2021
1769857,21,"-37.80186134534239, 144.96066236049586","University Square approximately 21m West of Former Lane, Former Lane, 174 Leicester Street, Carlton, 3053",,,,-37.80186135,144.96066236049586,,,0,Bicycle Rails,1,1,,,,,,1769857,Bicycle Rails - Stainless Steel Bicycle Hoop - University Square,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Parks and City Greening,City of Melbourne,5.0,9/1/2019,320461.42,5814209.61,14/8/2021
1723245,21,"-37.79346629178491, 144.96659090868056","Intersection of Cardigan Street and Lytton Street approximately 76m NW of 21 Lytton Street, Carlton, 3053",,,,-37.79346629,144.96659090868056,,,0,Bicycle Rails,1,1,,,,,,1723245,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.95,30/4/2021,320963.14,5815152.55,14/8/2021
1557568,21,"-37.80028145171913, 144.9635971650466","Grattan Street between Swanston Street and Bouverie Street approximately 28m NE of Teaser Carlton, 163 Grattan Street, Carlton, 3053",,,,-37.80028145,144.9635971650466,,,0,Bicycle Rails,1,1,,,,,,1557568,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.11,30/4/2021,320716.0,5814390.56,14/8/2021
1074545,21,"-37.806993354329954, 144.96407282241032","Franklin Street between Victoria Street and Swanston Street approximately 38m South of Panda Hot Pot, 96-100 Victoria Street, Carlton, 3053",,,,-37.80699335,144.96407282241032,,,0,Bicycle Rails,1,1,,,,,,1074545,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.21,30/4/2021,320774.11,5813646.68,14/8/2021
1074434,21,"-37.79889627646455, 144.96830480269045","Faraday Street between Drummond Street and Lygon Street approximately 9m East of Co.As.It. - Italian Assistance Association, Mezzanine & Pt Lvl 1, 189 Faraday Street, Carlton, 3053",,,,-37.79889628,144.96830480269043,,,0,Bicycle Rails,1,1,,,,,,1074434,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.11,30/4/2021,321127.16,5814553.29,14/8/2021
1588690,21,"-37.796092206241404, 144.97415549128954","Station Street between Palmerston Street and Kay Street approximately 10m SE of Tomasso Fiaschi Child Care Centre, 65 Station Street, Carlton, 3053",,,,-37.79609221,144.97415549128954,,,0,Bicycle Rails,1,1,,,,,,1588690,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.5,30/4/2021,321635.57,5814875.63,14/8/2021
1755809,21,"-37.8062097079634, 144.96432923389256","Cardigan Street between Victoria Street and Queensberry Street approximately 7m NE of Royal Melbourne Institute Of Technology, 15-21 Cardigan Street, Carlton, 3053",,,,-37.80620971,144.96432923389256,,,0,Bicycle Rails,1,1,,,,,,1755809,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320794.79,5813734.13,14/8/2021
1074836,21,"-37.801132423662565, 144.96371644183392","Swanston Street between Lincoln Square North and Grattan Street approximately 9m NE of Trinity College, Upper & Lower Ground, 715-721 Swanston Street, Carlton, 3053",,,,-37.80113242,144.96371644183392,,,0,Bicycle Rails,1,1,,,,,,1074836,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320728.56,5814296.36,14/8/2021
1740990,21,"-37.798147838994964, 144.96876403135107","Drummond Street between Faraday Street and Elgin Street approximately 16m South of Raw Element, Shop, 333 Drummond Street, Carlton, 3053",,,,-37.79814784,144.96876403135107,,,0,Bicycle Rails,1,1,,,,,,1740990,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.89,30/4/2021,321165.79,5814637.22,14/8/2021
1755861,21,"-37.80419472492349, 144.96088393848052","Queensberry Street between Bouverie Street and Leicester Street approximately 4m SW of Queensberry Childrens Centre, Gnd & Flr1, 224-252 Queensberry Street, Carlton, 3053",,,,-37.80419472,144.96088393848052,,,0,Bicycle Rails,1,1,,,,,,1755861,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320486.58,5813951.11,14/8/2021
1562933,21,"-37.80524703819596, 144.96026005613146","Intersection of Leicester Street and Berkeley Street approximately 38m North of A Cafe Called John, 28 Leicester Street, Carlton, 3053",,,,-37.80524704,144.96026005613146,,,0,Bicycle Rails,1,1,,,,,,1562933,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.96,30/4/2021,320434.2,5813833.14,14/8/2021
1588703,21,"-37.796463611366725, 144.97411002527937","Station Street between Palmerston Street and Kay Street approximately 13m NE of 28-30 Palmerston Street, Carlton, 3053",,,,-37.79646361,144.97411002527937,,,0,Bicycle Rails,1,1,,,,,,1588703,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.5,30/4/2021,321632.46,5814834.33,14/8/2021
1503100,21,"-37.803157766574394, 144.96364559397827","Swanston Street between Lincoln Square South and Pelham Street approximately 5m SW of Department Of Health And Human Services, 580 Swanston Street, Carlton, 3053",,,,-37.80315777,144.96364559397827,,,0,Bicycle Rails,1,1,,,,,,1503100,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320727.22,5814071.48,14/8/2021
1546869,21,"-37.79337871212067, 144.9746403730379","Station Street between Kay Street and Princes Street approximately 7m East of CitiPower Pty Ltd, 171-173 Station Street, Carlton, 3053",,,,-37.79337871,144.9746403730379,,,0,Bicycle Rails,1,1,,,,,,1546869,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.5,30/4/2021,321671.74,5815177.66,14/8/2021
1740989,21,"-37.79814081899408, 144.96876456436524","Drummond Street between Faraday Street and Elgin Street approximately 16m South of Raw Element, Shop, 333 Drummond Street, Carlton, 3053",,,,-37.79814082,144.96876456436524,,,0,Bicycle Rails,1,1,,,,,,1740989,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.89,30/4/2021,321165.82,5814638.0,14/8/2021
1606135,21,"-37.802481612264046, 144.9619785748478","Bouverie Street between Lincoln Square South and Pelham Street approximately 29m North of Pelham House, 165 Bouverie Street, Carlton, 3053",,,,-37.80248161,144.9619785748478,,,0,Bicycle Rails,1,1,,,,,,1606135,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.95,30/4/2021,320578.81,5814143.31,14/8/2021
1074432,21,"-37.799076964263435, 144.9702385181724","Intersection of Rathdowne Street and Faraday Street approximately 20m NE of East Imperial, 323 Rathdowne Street, Carlton, 3053",,,,-37.79907696,144.9702385181724,,,0,Bicycle Rails,1,1,,,,,,1074432,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.08,30/4/2021,321297.86,5814536.94,14/8/2021
1755810,21,"-37.806197806295074, 144.96432887923663","Cardigan Street between Victoria Street and Queensberry Street approximately 9m South of Royal Melbourne Institute Of Technology, 23-27 Cardigan Street, Carlton, 3053",,,,-37.80619781,144.96432887923663,,,0,Bicycle Rails,1,1,,,,,,1755810,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320794.73,5813735.45,14/8/2021
1588712,21,"-37.79577940848113, 144.97432848093518","Station Street between Palmerston Street and Kay Street approximately 6m NW of 76 Station Street, Carlton, 3053",,,,-37.79577941,144.97432848093518,,,0,Bicycle Rails,1,1,,,,,,1588712,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.5,30/4/2021,321650.05,5814910.67,14/8/2021
1755808,21,"-37.806222042343165, 144.9643285544237","Cardigan Street between Victoria Street and Queensberry Street approximately 6m NE of Royal Melbourne Institute Of Technology, 15-21 Cardigan Street, Carlton, 3053",,,,-37.80622204,144.9643285544237,,,0,Bicycle Rails,1,1,,,,,,1755808,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320794.76,5813732.76,14/8/2021
1546092,21,"-37.79497963853585, 144.97190049567553","Kay Street between Canning Street and Rathdowne Street approximately 6m South of 94 Kay Street, Carlton, 3053",,,,-37.79497964,144.97190049567553,,,0,Bicycle Rails,1,1,,,,,,1546092,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.13,30/4/2021,321434.33,5814994.78,14/8/2021
1562049,21,"-37.79773702516084, 144.97392941131037","Elgin Street between Nicholson Street and Canning Street approximately 28m North of 21 Elgin Street, Carlton, 3053",,,,-37.79773703,144.97392941131037,,,0,Bicycle Rails,1,1,,,,,,1562049,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.92,30/4/2021,321619.62,5814692.68,14/8/2021
1740985,21,"-37.79808094043557, 144.96877267814892","Drummond Street between Faraday Street and Elgin Street approximately 9m SE of Raw Element, Shop, 333 Drummond Street, Carlton, 3053",,,,-37.79808094,144.96877267814892,,,0,Bicycle Rails,1,1,,,,,,1740985,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.89,30/4/2021,321166.39,5814644.66,14/8/2021
1074144,21,"-37.80667111754942, 144.9620840869433","Victoria Street between Swanston Street and Bouverie Street approximately 28m South of Mr Dad Asian Supermarket, 158 Victoria Street, Carlton, 3053",,,,-37.80667112,144.9620840869433,,,0,Bicycle Rails,1,1,,,,,,1074144,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.15,30/4/2021,320598.24,5813678.62,14/8/2021
1528493,21,"-37.798820053348955, 144.96787747876274","Faraday Street between Drummond Street and Lygon Street approximately 6m North of Shakahari Vegetarian Restaurant, 201-203 Faraday Street, Carlton, 3053",,,,-37.79882005,144.96787747876274,,,0,Bicycle Rails,1,1,,,,,,1528493,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.53,30/4/2021,321089.35,5814560.93,14/8/2021
1478785,21,"-37.79260235125919, 144.97053133620975","Princes Street between Rathdowne Street and Drummond Street approximately 47m East of 542-544 Drummond Street, Carlton, 3053",,,,-37.79260235,144.97053133620977,,,0,Bicycle Rails,1,1,,,,,,1478785,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.88,30/4/2021,321308.04,5815255.96,14/8/2021
1313786,21,"-37.804558610434604, 144.9603838324399","Leicester Street between Berkeley Street and Queensberry Street approximately 36m SW of Australian Manufacturing Workers Union, 233-251 Queensberry Street, Carlton, 3053",,,,-37.80455861,144.9603838324399,,,0,Bicycle Rails,1,1,,,,,,1313786,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.96,30/4/2021,320443.43,5813909.77,14/8/2021
1607092,21,"-37.798552803331084, 144.96536410124114","Faraday Street between Cardigan Street and Swanston Street approximately 25m South of 256 Faraday Street, Carlton, 3053",,,,-37.7985528,144.96536410124114,,,0,Bicycle Rails,1,1,,,,,,1607092,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.52,30/4/2021,320867.4,5814585.77,14/8/2021
1553817,21,"-37.79884184645072, 144.96409905116082","Swanston Street between Grattan Street and Faraday Street approximately 28m West of Claypot Kingdom, 748 Swanston Street, Carlton, 3053",,,,-37.79884185,144.96409905116082,,,0,Bicycle Rails,1,1,,,,,,1553817,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320756.71,5814551.27,14/8/2021
1510293,21,"-37.80211084504617, 144.959292130682","Intersection of Barry Street and Pelham Street approximately 15m NE of University Square Student Accommodation, 85 Barry Street, Carlton, 3053",,,,-37.80211085,144.9592921,,,0,Bicycle Rails,1,1,,,,,,1510293,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.12,30/4/2021,320341.38,5814179.29,14/8/2021
1507345,21,"-37.795696585186214, 144.97103016210687","Pitt Street between Canning Street and Rathdowne Street approximately 10m NE of Grist Pty Limited, Ground, 158 Rathdowne Street, Carlton, 3053",,,,-37.79569659,144.97103016210687,,,0,Bicycle Rails,1,1,,,,,,1507345,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.92,30/4/2021,321359.42,5814913.56,14/8/2021
1769544,21,"-37.79600910224609, 144.9669170783741","Intersection of Keppel Street and Palmerston Street approximately 30m SW of Hatherton, 238 Palmerston Street, Carlton, 3053",,,,-37.7960091,144.9669170783741,,,0,Bicycle Rails,1,1,,,,,,1769544,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320998.0,5814871.01,14/8/2021
1755855,21,"-37.80290097027419, 144.96067953468804","Leicester Street between Queensberry Street and Pelham Street approximately 6m North of Oxfam Australia, Office, 132-138 Leicester Street, Carlton, 3053",,,,-37.80290097,144.96067953468804,,,0,Bicycle Rails,1,1,,,,,,1755855,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,4.59,30/4/2021,320465.45,5814094.28,14/8/2021
1074093,21,"-37.80046281131304, 144.95967923447046","Barry Street between Pelham Street and Grattan Street approximately 4m NE of Faculty Of Music, 151 Barry Street, Carlton, 3053",,,,-37.80046281,144.95967923447046,,,0,Bicycle Rails,1,1,,,,,,1074093,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.36,30/4/2021,320371.47,5814362.91,14/8/2021
1562036,21,"-37.79753534908096, 144.97307100038213","Canning Street between Elgin Street and Palmerston Street approximately 38m SE of 81 Canning Street, Carlton, 3053",,,,-37.79753535,144.9730710003821,,,0,Bicycle Rails,1,1,,,,,,1562036,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.92,30/4/2021,321543.55,5814713.42,14/8/2021
1442816,21,"-37.805577413524176, 144.96143641443464","Bouverie Street between Victoria Street and Queensberry Street approximately 28m West of 38 Bouverie Street, Carlton, 3053",,,,-37.80557741,144.96143641443464,,,0,Bicycle Rails,1,1,,,,,,1442816,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.95,30/4/2021,320538.57,5813798.74,14/8/2021
1546081,21,"-37.795157371877224, 144.9720063614134","Kay Street between Canning Street and Rathdowne Street approximately 6m NE of 93 Kay Street, Carlton, 3053",,,,-37.79515737,144.9720063614134,,,0,Bicycle Rails,1,1,,,,,,1546081,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.13,30/4/2021,321444.08,5814975.26,14/8/2021
1546831,21,"-37.79432953372702, 144.9745767024163","Station Street between Kay Street and Princes Street approximately 5m West of 132 Station Street, Carlton, 3053",,,,-37.79432953,144.9745767024163,,,0,Bicycle Rails,1,1,,,,,,1546831,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.5,30/4/2021,321668.42,5815072.03,14/8/2021
1723237,21,"-37.802090926569, 144.95994733105888","Pelham Street between Leicester Street and Barry Street approximately 36m NW of Telstra Carlton Exchange, 183 Pelham Street, Carlton, 3053",,,,-37.80209093,144.95994733105888,,,0,Bicycle Rails,1,1,,,,,,1723237,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.12,30/4/2021,320399.02,5814182.76,14/8/2021
1528957,21,"-37.802967514416885, 144.96697239237614","Pelham Street between Drummond Street and Lygon Street approximately 7m East of 75 Pelham Street, Carlton, 3053",,,,-37.80296751,144.96697239237614,,,0,Bicycle Rails,1,1,,,,,,1528957,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,2.53,30/4/2021,321019.67,5814098.97,14/8/2021
1553791,21,"-37.797456941429516, 144.96888108094532","Drummond Street between Faraday Street and Elgin Street approximately 8m East of The Shaw Davey Slum, 171 Elgin Street, Carlton, 3053",,,,-37.79745694,144.96888108094532,,,0,Bicycle Rails,1,1,,,,,,1553791,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,2.91,30/4/2021,321174.43,5814714.11,14/8/2021
1313929,21,"-37.801785341697254, 144.9638788673516","Intersection of Swanston Street and Lincoln Square North approximately 39m South of Oko Oko, 644 Swanston Street, Carlton, 3053",,,,-37.80178534,144.9638788673516,,,0,Bicycle Rails,1,1,,,,,,1313929,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,3.15,30/4/2021,320744.44,5814224.22,14/8/2021
