census_year,block_id,property_id,base_property_id,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2023,1,611394,611394,545-557 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Tokyo Maki,547 Flinders Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,47,144.9565137522286,-37.8209790437,"{'lon': 144.9565137522286, 'lat': -37.8209790437}"
2023,6,578319,573333,Alfred Deakin Building Federation Square 2 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Hero at ACMI,"Tenancy 8, Alfred Deakin Building Federation Square 2 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,150,144.96994164279243,-37.817777826050005,"{'lon': 144.96994164279243, 'lat': -37.817777826050005}"
2023,6,578324,573333,"Tenancy 29, Transport Federation Square 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Transport Hotel,"Tenancy 29, Ground 2 Swanston Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Outdoor,120,144.96994164279243,-37.817777826050005,"{'lon': 144.96994164279243, 'lat': -37.817777826050005}"
2023,11,103957,103957,517-537 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Grain Store,"Shop G2, Ground 517 Flinders Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,75,144.95648638781466,-37.819875445799994,"{'lon': 144.95648638781466, 'lat': -37.819875445799994}"
2023,11,103989,103989,532-536 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Shonan Kamakura,9 Katherine Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,43,144.9564351196,-37.82024151763663,"{'lon': 144.9564351196, 'lat': -37.82024151763663}"
2023,13,108060,108060,19-35 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Koffi Bar,Part Ground 31 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9617788127255,-37.81822672415,"{'lon': 144.9617788127255, 'lat': -37.81822672415}"
2023,14,103172,103172,31-39 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),The Joint Bar,Level 1-2 35 Elizabeth Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,46,144.96433442319747,-37.81742176045,"{'lon': 144.96433442319747, 'lat': -37.81742176045}"
2023,14,104003,104003,Q2 Tower 2-8 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Sushi Lian,"Shop 2, Ground 2 Queen Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.96271041415488,-37.8185876429,"{'lon': 144.96271041415488, 'lat': -37.8185876429}"
2023,15,103328,103328,River View House 274-282 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Rocket Burgers & Fries,2 Elizabeth Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Outdoor,7,144.96508581705,-37.817659955044626,"{'lon': 144.96508581705, 'lat': -37.817659955044626}"
2023,15,103942,103942,253-265 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Mock Turtle Degraves,34 Degraves Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9659026789,-37.817063086367355,"{'lon': 144.9659026789, 'lat': -37.817063086367355}"
2023,16,103938,103938,Adelphi Hotel 187 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Nomad,"Unit 1, LwrGround 187 Flinders Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,130,144.9683751885,-37.81635841773196,"{'lon': 144.9683751885, 'lat': -37.81635841773196}"
2023,16,104018,104018,172-192 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Hub Flinders Street,Level 7 172 Flinders Street MELBOURNE VIC 3000,6712,Non-Residential Property Operators,Seats - Outdoor,32,144.96856313995937,-37.8166026714,"{'lon': 144.96856313995937, 'lat': -37.8166026714}"
2023,17,103920,103920,87-89 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Trinket,Part Gnd & Bmt 87 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.97139265375,-37.8154303940914,"{'lon': 144.97139265375, 'lat': -37.8154303940914}"
2023,17,103924,103924,107-109 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Bullrun,Ground 107 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,110,144.970834384,-37.815606546589706,"{'lon': 144.970834384, 'lat': -37.815606546589706}"
2023,17,103930,103930,141-143 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Coda Bar & Restaurant,Basement 141-143 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.96987987645002,-37.815797748853456,"{'lon': 144.96987987645002, 'lat': -37.815797748853456}"
2023,18,103918,103918,61-73 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Cecconi's Flinders Lane,61 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,180,144.97251244573033,-37.8150648791,"{'lon': 144.97251244573033, 'lat': -37.8150648791}"
2023,18,108975,108975,1-9 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Axil Coffee Roasters,Ground 1 Spring Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,16,144.97379180292722,-37.8149934539,"{'lon': 144.97379180292722, 'lat': -37.8149934539}"
2023,21,102106,102106,589-605 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Espresso Bar International,Part Ground 595 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,17,144.9552088785,-37.81937263384454,"{'lon': 144.9552088785, 'lat': -37.81937263384454}"
2023,21,579252,579252,559-587 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Poked,"Tenancy 8A-8B, 567 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,10,144.95572468102446,-37.8190200855,"{'lon': 144.95572468102446, 'lat': -37.8190200855}"
2023,35,105923,105923,281-283 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Alley Edition,20 Howey Place MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Outdoor,8,144.96522548615002,-37.81507422507663,"{'lon': 144.96522548615002, 'lat': -37.81507422507663}"
2023,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Starbucks,117 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,16,144.965780600956,-37.8150701808,"{'lon': 144.965780600956, 'lat': -37.8150701808}"
2023,36,102152,102152,162-168 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The George on Collins,"Shop B1, Basement 162 Collins Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,150,144.96784765085,-37.814502920035494,"{'lon': 144.96784765085, 'lat': -37.814502920035494}"
2023,38,102166,102166,The Melbourne Club 36-50 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Melbourne Club,The Melbourne Club 36-50 Collins Street MELBOURNE VIC 3000,4530,Clubs (Hospitality),Seats - Indoor,137,144.9721130594,-37.813248834110496,"{'lon': 144.9721130594, 'lat': -37.813248834110496}"
2023,38,102168,102168,24-28 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Sargon,"Shop 1, Ground 24-28 Collins Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,18,144.97270145145097,-37.81341900975,"{'lon': 144.97270145145097, 'lat': -37.81341900975}"
2023,38,102172,102172,8 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),La Belle Miette,Part Ground 8 Collins Street MELBOURNE VIC 3000,4129,Other Specialised Food Retailing,Seats - Outdoor,6,144.9732576387,-37.813143184965384,"{'lon': 144.9732576387, 'lat': -37.813143184965384}"
2023,1,611394,611394,545-557 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Food Hall,11 Gem Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,28,144.9565137522286,-37.8209790437,"{'lon': 144.9565137522286, 'lat': -37.8209790437}"
2023,1,611394,611394,545-557 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Nandos Northbank,551 Flinders Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.9565137522286,-37.8209790437,"{'lon': 144.9565137522286, 'lat': -37.8209790437}"
2023,4,104034,104034,Flinders Street Railway Station 207-361 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Arbory Bar and Eatery,2 Flinders Walk MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,375,144.96577579893395,-37.8186817777,"{'lon': 144.96577579893395, 'lat': -37.8186817777}"
2023,6,578324,573333,"Tenancy 29, Transport Federation Square 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Transport Hotel,"Tenancy 29, Ground 2 Swanston Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,230,144.96994164279243,-37.817777826050005,"{'lon': 144.96994164279243, 'lat': -37.817777826050005}"
2023,6,578324,573333,"Tenancy 29, Transport Federation Square 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Transit Rooftop Bar,"Tenancy 29, Level 2 2 Swanston Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Outdoor,104,144.96994164279243,-37.817777826050005,"{'lon': 144.96994164279243, 'lat': -37.817777826050005}"
2023,35,102141,102141,280-292 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Charles Dickens Tavern,Part Basement 290 Collins Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,120,144.96434075395388,-37.81552770375,"{'lon': 144.96434075395388, 'lat': -37.81552770375}"
2023,35,102141,102141,280-292 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Tea Rooms 1892,"Shop 1-2, 282-284 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.96434075395388,-37.81552770375,"{'lon': 144.96434075395388, 'lat': -37.81552770375}"
2023,35,102143,102143,258-274 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Papadam,"Shop 206, Level 2 260 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,44,144.96489058625,-37.81538053384988,"{'lon': 144.96489058625, 'lat': -37.81538053384988}"
2023,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Kim Sing Restaurant,"Shop 6A, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,10,144.965780600956,-37.8150701808,"{'lon': 144.965780600956, 'lat': -37.8150701808}"
2023,38,102172,102172,8 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Market Lane Coffee,Part Ground 8 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,34,144.9732576387,-37.813143184965384,"{'lon': 144.9732576387, 'lat': -37.813143184965384}"
2023,38,105912,105912,39-41 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Lupino,Ground 41 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.97239238679998,-37.812799504978614,"{'lon': 144.97239238679998, 'lat': -37.812799504978614}"
2023,41,105948,105948,582-584 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Saint & Rogue,582-584 Little Collins Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,70,144.9553519104,-37.81741895875304,"{'lon': 144.9553519104, 'lat': -37.81741895875304}"
2023,43,105953,105953,430-436 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Chancery Lane,Suite 3 & 5-7 Ground 430 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,105,144.9601098028,-37.81596941067596,"{'lon': 144.9601098028, 'lat': -37.81596941067596}"
2023,46,101130,101130,193-199 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Carlton Hotel,"Levels 1,2 & 4 193-199 Bourke Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,140,144.9676457082,-37.81320441548179,"{'lon': 144.9676457082, 'lat': -37.81320441548179}"
2023,46,111394,111394,UB1 Little Hero Apartments 16-30 Russell Place MELBOURNE VIC 3000,Melbourne (CBD),Neapoli Wine Bar,30 Russell Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9674365318,-37.813539026856645,"{'lon': 144.9674365318, 'lat': -37.813539026856645}"
2023,47,101121,101121,147-149 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Dohtonbori,147-149 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,24,144.96897233775,-37.81280687512181,"{'lon': 144.96897233775, 'lat': -37.81280687512181}"
2023,47,101124,101124,169 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Nana Thai Style Hotpot & Bbq,Ground 169 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,63,144.9685634125,-37.812947112085325,"{'lon': 144.9685634125, 'lat': -37.812947112085325}"
2023,48,101109,101109,39-43 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Lane's Edge Cafe,39 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,44,144.9720476845,-37.81193513767982,"{'lon': 144.9720476845, 'lat': -37.81193513767982}"
2023,48,101109,101109,39-43 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Spleen Central,41 Bourke Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,12,144.9720476845,-37.81193513767982,"{'lon': 144.9720476845, 'lat': -37.81193513767982}"
2023,245,581508,538825,Building D Seasons Apartments 604 Swanston Street CARLTON VIC 3053,Carlton,Norsiah's Kitchen,"Tenancy 101D, 604 Swanston Street CARLTON VIC 3053",4511,Cafes and Restaurants,Seats - Outdoor,12,144.96433320978915,-37.8018961579,"{'lon': 144.96433320978915, 'lat': -37.8018961579}"
2023,245,581508,538825,Building D Seasons Apartments 604 Swanston Street CARLTON VIC 3053,Carlton,XD Fresh Fruit Shop,"Tenancy 104D, 604 Swanston Street CARLTON VIC 3053",4512,Takeaway Food Services,Seats - Indoor,24,144.96433320978915,-37.8018961579,"{'lon': 144.96433320978915, 'lat': -37.8018961579}"
2023,246,106099,106099,163-165 Lygon Street CARLTON VIC 3053,Carlton,Casa Del Gelato,Ground & Part Level 1 163 Lygon Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,15,144.96643103892197,-37.801869708249995,"{'lon': 144.96643103892197, 'lat': -37.801869708249995}"
2023,246,106102,106102,171 Lygon Street CARLTON VIC 3053,Carlton,Mixity Restaurant and Cafe,Ground 171 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96646835785356,-37.8016574017,"{'lon': 144.96646835785356, 'lat': -37.8016574017}"
2023,246,106107,106107,189 Lygon Street CARLTON VIC 3053,Carlton,Tabouli,189 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96648806995972,-37.801190399899994,"{'lon': 144.96648806995972, 'lat': -37.801190399899994}"
2023,246,106112,106112,199 Lygon Street CARLTON VIC 3053,Carlton,Seasons Provedore,199 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,50,144.96665902629712,-37.800967133,"{'lon': 144.96665902629712, 'lat': -37.800967133}"
2023,247,106227,106227,256 Lygon Street CARLTON VIC 3053,Carlton,Il Gusto,256 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96715998767138,-37.801187089699994,"{'lon': 144.96715998767138, 'lat': -37.801187089699994}"
2023,247,106235,106235,230 Lygon Street CARLTON VIC 3053,Carlton,AFGHAN KEBAB CARLTON,230 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,50,144.96721013379522,-37.8018039991,"{'lon': 144.96721013379522, 'lat': -37.8018039991}"
2023,247,107557,107557,62 Pelham Street CARLTON VIC 3053,Carlton,Assembly,62 Pelham Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,15,144.96729234875,-37.8026281168169,"{'lon': 144.96729234875, 'lat': -37.8026281168169}"
2023,250,623345,108266,Melbourne Museum 11 Nicholson Street CARLTON VIC 3053,Carlton,Market Cafe / Station Cafe / Mercury Restaurant,Restaurant 11 Nicholson Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,20,144.97162875087292,-37.803974460350005,"{'lon': 144.97162875087292, 'lat': -37.803974460350005}"
2023,250,623345,108266,Melbourne Museum 11 Nicholson Street CARLTON VIC 3053,Carlton,Market Cafe / Station Cafe / Mercury Restaurant,Restaurant 11 Nicholson Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,215,144.97162875087292,-37.803974460350005,"{'lon': 144.97162875087292, 'lat': -37.803974460350005}"
2023,252,106242,106242,166-168 Lygon Street CARLTON VIC 3053,Carlton,Il Gambero,166-168 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,221,144.96680839982113,-37.803309601150005,"{'lon': 144.96680839982113, 'lat': -37.803309601150005}"
2023,252,111066,106250,110 Lygon Street CARLTON VIC 3053,Carlton,Ying Thai 2,110 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,100,144.96670200904998,-37.80443770077052,"{'lon': 144.96670200904998, 'lat': -37.80443770077052}"
2023,254,106083,106083,95-97 Lygon Street CARLTON VIC 3053,Carlton,I Love Istanbul,Ground 95-97 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,42,144.96594934658634,-37.8046771943,"{'lon': 144.96594934658634, 'lat': -37.8046771943}"
2023,1109,601810,593728,West Building Newquay Central 439-441 Docklands Drive DOCKLANDS VIC 3008,Docklands,The Sri Lounge,Ground 116 Newquay Promenade DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,120,144.93958155224684,-37.8152440632,"{'lon': 144.93958155224684, 'lat': -37.8152440632}"
2023,1109,678377,593733,421 Docklands Drive DOCKLANDS VIC 3008,Docklands,Cocobei,417 Docklands Drive DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,45,144.9397149792,-37.81472007664051,"{'lon': 144.9397149792, 'lat': -37.81472007664051}"
2023,1109,601815,601815,Aquavista 397-407 Docklands Drive DOCKLANDS VIC 3008,Docklands,Docklands Den,5 Rakaia Way DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,54,144.9402116114489,-37.81428809645,"{'lon': 144.9402116114489, 'lat': -37.81428809645}"
2023,1109,601815,601815,Aquavista 397-407 Docklands Drive DOCKLANDS VIC 3008,Docklands,Evergreen Cafe And Pizzeria,42 Caravel Lane DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,20,144.9402116114489,-37.81428809645,"{'lon': 144.9402116114489, 'lat': -37.81428809645}"
2023,1110,620312,593737,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Dohtonbori,Level 1 14 Star Circus DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,48,144.93799833512347,-37.8132875139,"{'lon': 144.93799833512347, 'lat': -37.8132875139}"
2023,1110,620312,593737,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Dohtonbori,Level 1 14 Star Circus DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,18,144.93799833512347,-37.8132875139,"{'lon': 144.93799833512347, 'lat': -37.8132875139}"
2023,1110,620312,593737,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Gozleme King,Shop G04 7 Star Circus DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,26,144.93799833512347,-37.8132875139,"{'lon': 144.93799833512347, 'lat': -37.8132875139}"
2023,1110,620312,593737,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,san churro docklands,Ground 11 Star Circus DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,45,144.93799833512347,-37.8132875139,"{'lon': 144.93799833512347, 'lat': -37.8132875139}"
2023,1110,620301,620301,120 Pearl River Road DOCKLANDS VIC 3008,Docklands,The Pancake Parlour,"Shop 5, Level 1 120 Pearl River Road DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,163,144.93658920046647,-37.8118595645,"{'lon': 144.93658920046647, 'lat': -37.8118595645}"
2023,2392,617402,617402,11-41 Melrose Street NORTH MELBOURNE VIC 3051,North Melbourne,Mr Tucker,17-19 Melrose Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,40,144.9414035519,-37.79501732002552,"{'lon': 144.9414035519, 'lat': -37.79501732002552}"
2023,2524,616049,616049,170 Bellair Street KENSINGTON VIC 3031,Kensington,Pimm Thai Cafe,170 Bellair Street KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,22,144.92991838145986,-37.79353719315,"{'lon': 144.92991838145986, 'lat': -37.79353719315}"
2023,2533,615050,615050,75-103 Parsons Street KENSINGTON VIC 3031,Kensington,Brewtech,36 Stubbs Street KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,24,144.93527771252857,-37.7900041052,"{'lon': 144.93527771252857, 'lat': -37.7900041052}"
2023,2540,617955,617955,25-77 Stubbs Street KENSINGTON VIC 3031,Kensington,Mama Le,31 Stubbs Street KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,94,144.9359190377,-37.79107092205605,"{'lon': 144.9359190377, 'lat': -37.79107092205605}"
2023,1,611395,611395,561-581 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Arry Café,563 Flinders Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,15,144.95590050926558,-37.821087851399994,"{'lon': 144.95590050926558, 'lat': -37.821087851399994}"
2023,15,103943,103943,Punt Hill Apartments 267-275 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Xpressomondo,33-35 Degraves Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,22,144.96547612714323,-37.81710292815,"{'lon': 144.96547612714323, 'lat': -37.81710292815}"
2023,17,103592,103592,11-37 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Grill'd,83 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.9717264012,-37.815461267220016,"{'lon': 144.9717264012, 'lat': -37.815461267220016}"
2023,17,103923,103923,103-105 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafe Kinetic,Ground 103 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,115,144.97096432815,-37.81556721749156,"{'lon': 144.97096432815, 'lat': -37.81556721749156}"
2023,21,579252,579252,559-587 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Guzman Y Gomez,"Tenancy 7A, 567 Collins Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Outdoor,11,144.95572468102446,-37.8190200855,"{'lon': 144.95572468102446, 'lat': -37.8190200855}"
2023,35,102141,102141,280-292 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Le Petit Chateau,"Shop 9-10, Block Arcade MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,25,144.96434075395388,-37.81552770375,"{'lon': 144.96434075395388, 'lat': -37.81552770375}"
2023,35,109267,109267,220-226 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),1932 Cafe & Restaurant,"Shop 10, Ground 93-107 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,24,144.9661030243,-37.81529690772045,"{'lon': 144.9661030243, 'lat': -37.81529690772045}"
2023,36,102152,102152,162-168 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Meatmaiden,"Shop 11, Basement 195 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,100,144.96784765085,-37.814502920035494,"{'lon': 144.96784765085, 'lat': -37.814502920035494}"
2023,37,709873,102161,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Farmer's Daughters,95 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,68,144.9706863215771,-37.81363930815,"{'lon': 144.9706863215771, 'lat': -37.81363930815}"
2023,38,108272,108272,22 Ridgway Place MELBOURNE VIC 3000,Melbourne (CBD),Liaison,Ground 22 Ridgway Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.97248903889778,-37.812922800699994,"{'lon': 144.97248903889778, 'lat': -37.812922800699994}"
2023,41,101159,101159,607-619 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Spin Coffee,Part Ground 607 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,30,144.9555530645,-37.81677339254925,"{'lon': 144.9555530645, 'lat': -37.81677339254925}"
2023,41,105299,105299,131-137 King Street MELBOURNE VIC 3000,Melbourne (CBD),Ibis Styles Kingsgate,"Basement, Part Ground & Levels 1-6 131 King Street MELBOURNE VIC 3000",4400,Accommodation,Seats - Indoor,37,144.9555048584872,-37.8170831234,"{'lon': 144.9555048584872, 'lat': -37.8170831234}"
2023,42,101158,101158,573-585 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee Logic,Part Ground 575 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.95666971704998,-37.816513109291506,"{'lon': 144.95666971704998, 'lat': -37.816513109291506}"
2023,42,105950,105950,520-536 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Uncle David's Cafe,"Shop 8, 530 Little Collins Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,8,144.95710995453825,-37.8168797463,"{'lon': 144.95710995453825, 'lat': -37.8168797463}"
2023,43,108069,108069,131-141 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),The Turf Accountants,"Unit 1, LwrGround 131 Queen Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.96053353722417,-37.8154953739,"{'lon': 144.96053353722417, 'lat': -37.8154953739}"
2023,44,105957,105957,382 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Ninetys,Part Ground 382 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,15,144.96194810085,-37.81556022236581,"{'lon': 144.96194810085, 'lat': -37.81556022236581}"
2023,45,105961,105961,304-306 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Gordons Cafe & Bar,"Shop 3-5, 306 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.9643479344,-37.81472868260109,"{'lon': 144.9643479344, 'lat': -37.81472868260109}"
2023,45,109273,109273,139-141 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Gopal's Vegetarian Restaurant,Level 1-2 139-141 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.96573187201267,-37.81441145705,"{'lon': 144.96573187201267, 'lat': -37.81441145705}"
