Latitude,Longitude,Geo Shape,prop_id,no_smoking,level_1_na,addresspt1,event,full_name,addressp_1,training,dog_prohib,dog_off_le,venue_recn,addresspt_,sport,promotion,bookable,level_3_na,wedding,roadseg_id,sustainabi,level_2_na,Title,description,Category,Approved,Address,Seats,Venue_Type,Indoor_Outdoor,Description
-37.78548983,144.9612569,"{""coordinates"":[144.96125685811245,-37.7854898349368],""type"":""Point""}",107696,N,Princes Park,0.0,N,Princes Park:  PP - Ct1_F1,0,N,N,N,205,0,Y,,Y,,N,0,M,PP - Ct1_F1,Princes Park:  PP - Ct1_F1,Event: N | Bookable: Y | Region: Princes Park,Venues,1,,,,,
-37.78556956,144.9426142,"{""coordinates"":[144.94261415211434,-37.78556955918817],""type"":""Point""}",107426,N,Royal Park,63.14398009,N,Royal Park:  RP - Ross Straw Field S5 (on Ross Straw BB),181,N,N,N,261,106428,Y,,Y,,N,0,L,RP - Ross Straw Field S5 (on Ross Straw BB),Royal Park:  RP - Ross Straw Field S5 (on Ross Straw BB),Event: N | Bookable: Y | Region: Royal Park,Venues,1,,,,,
-37.78557215,144.9554622,"{""coordinates"":[144.9554621837315,-37.78557214679238],""type"":""Point""}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 6_Walker East_Ct2,0,N,N,N,277,0,Y,,Y,,N,0,L,RP - Lawn 6_Walker East_Ct2,Royal Park:  RP - Lawn 6_Walker East_Ct2,Event: N | Bookable: Y | Region: Royal Park,Venues,1,,,,,
-37.78557215,144.9554622,"{""coordinates"":[144.9554621837315,-37.78557214679238],""type"":""Point""}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 6_Walker West_Ct1,0,N,N,N,276,0,Y,,Y,,N,0,L,RP - Lawn 6_Walker West_Ct1,Royal Park:  RP - Lawn 6_Walker West_Ct1,Event: N | Bookable: Y | Region: Royal Park,Venues,1,,,,,
-37.78557215,144.9554622,"{""coordinates"":[144.9554621837315,-37.78557214679238],""type"":""Point""}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 6_Walker_M1,0,N,N,N,278,0,Y,,Y,,N,0,L,RP - Lawn 6_Walker_M1,Royal Park:  RP - Lawn 6_Walker_M1,Event: N | Bookable: Y | Region: Royal Park,Venues,1,,,,,
-37.78589363,144.9625708,"{""coordinates"":[144.96257078751347,-37.78589363291953],""type"":""Point""}",107696,N,Princes Park,0.0,N,Princes Park:  PP - Nets (2) Tennis Courts,0,N,N,N,1342,0,Y,,Y,,N,0,M,PP - Nets (2) Tennis Courts,Princes Park:  PP - Nets (2) Tennis Courts,Event: N | Bookable: Y | Region: Princes Park,Venues,1,,,,,
-37.78651884,144.9549599,"{""coordinates"":[144.9549599190524,-37.78651883720741],""type"":""Point""}",107426,N,Royal Park,2.43705273,N,Royal Park:  RP - Lawn 6_Brens Pavillion,87,N,N,N,285,587540,Y,,Y,,N,0,L,RP - Lawn 6_Brens Pavillion,Royal Park:  RP - Lawn 6_Brens Pavillion,Event: N | Bookable: Y | Region: Royal Park,Venues,1,,,,,
-37.78664888,144.9612404,"{""coordinates"":[144.96124036180393,-37.78664887784743],""type"":""Point""}",107696,N,Princes Park,0.0,N,Princes Park:  PP - Lawn 2_Summer Touch (6),0,N,N,N,215,0,Y,,Y,,N,0,M,PP - Lawn 2_Summer Touch (6),Princes Park:  PP - Lawn 2_Summer Touch (6),Event: N | Bookable: Y | Region: Princes Park,Venues,1,,,,,
-37.78697066,144.9552367,"{""coordinates"":[144.955236671582,-37.78697065657136],""type"":""Point""}",107426,N,Royal Park,57.88822249,N,Royal Park:  RP - Lawn 6_Bourke and Wills,116,N,N,N,241,587540,Y,,Y,,N,0,L,RP - Lawn 6_Bourke and Wills,Royal Park:  RP - Lawn 6_Bourke and Wills,Event: N | Bookable: Y | Region: Royal Park,Venues,1,,,,,
-37.78700392,144.9539298,"{""coordinates"":[144.95392976581286,-37.78700392266655],""type"":""Point""}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 6_Brens Ct_F4,0,N,N,N,253,0,Y,,Y,,N,0,L,RP - Lawn 6_Brens Ct_F4,Royal Park:  RP - Lawn 6_Brens Ct_F4,Event: N | Bookable: Y | Region: Royal Park,Venues,1,,,,,
-37.7874642,144.9558291,"{""coordinates"":[144.95582905318707,-37.7874641957267],""type"":""Point""}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 6_Smith Ct1_R1,0,N,N,N,255,0,Y,,Y,,N,0,L,RP - Lawn 6_Smith Ct1_R1,Royal Park:  RP - Lawn 6_Smith Ct1_R1,Event: N | Bookable: Y | Region: Royal Park,Venues,1,,,,,
-37.78788014,144.9612333,"{""coordinates"":[144.9612333391193,-37.78788013831968],""type"":""Point""}",107696,N,Princes Park,0.0,N,Princes Park:  PP -  S2,0,N,N,N,211,0,Y,,Y,,N,0,M,PP -  S2,Princes Park:  PP -  S2,Event: N | Bookable: Y | Region: Princes Park,Venues,1,,,,,
-37.78788014,144.9612333,"{""coordinates"":[144.9612333391193,-37.78788013831968],""type"":""Point""}",107696,N,Princes Park,0.0,N,Princes Park:  PP -  S3,0,N,N,N,212,0,Y,,Y,,N,0,M,PP -  S3,Princes Park:  PP -  S3,Event: N | Bookable: Y | Region: Princes Park,Venues,1,,,,,
-37.78788014,144.9612333,"{""coordinates"":[144.9612333391193,-37.78788013831968],""type"":""Point""}",107696,N,Princes Park,0.0,N,Princes Park:  PP - Ct2,0,N,N,N,207,0,Y,,Y,,N,0,M,PP - Ct2,Princes Park:  PP - Ct2,Event: N | Bookable: Y | Region: Princes Park,Venues,1,,,,,
-37.78808541,144.9228112,"{""coordinates"":[144.92281116303351,-37.78808540808589],""type"":""Point""}",618421,N,Newmarket Reserve,0.0,Y,Newmarket Reserve:  Newmarket Ct_S,0,N,N,N,1345,0,Y,,Y,,N,0,L,Newmarket Ct_S,Newmarket Reserve:  Newmarket Ct_S,Event: Y | Bookable: Y | Region: Newmarket Reserve,Venues,1,,,,,
-37.78847009,144.9234666,"{""coordinates"":[144.9234666007344,-37.788470093709485],""type"":""Point""}",618421,N,Newmarket Reserve,53.29046812,N,Newmarket Reserve:  Newmarket Pavilion,330,N,N,N,1346,617780,Y,,Y,,N,0,L,Newmarket Pavilion,Newmarket Reserve:  Newmarket Pavilion,Event: N | Bookable: Y | Region: Newmarket Reserve,Venues,1,,,,,
-37.78883625,144.957466,"{""coordinates"":[144.9574659757651,-37.7888362464939],""type"":""Point""}",110940,N,Other Park Locations,39.4869707,Y,Other Park Locations:  Clunies Ross Reserve (The Avenue),264,N,N,N,352,110940,,,Y,,N,0,L,Clunies Ross Reserve (The Avenue),Other Park Locations:  Clunies Ross Reserve (The Avenue),Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.78969725,144.9606889,"{""coordinates"":[144.96068893885598,-37.78969724504652],""type"":""Point""}",107696,N,Princes Park,0.0,N,Princes Park:  PP - Crawford_Ct3_F2,0,N,N,Y,208,0,Y,,Y,,N,0,M,PP - Crawford_Ct3_F2,Princes Park:  PP - Crawford_Ct3_F2,Event: N | Bookable: Y | Region: Princes Park,Venues,1,,,,,
-37.79030058,144.9609096,"{""coordinates"":[144.9609096148945,-37.790300580548156],""type"":""Point""}",107696,N,Princes Park,0.0,Y,Princes Park:  PP - Lawn 1_S4,0,Y,N,Y,214,0,Y,,Y,,N,0,M,PP - Lawn 1_S4,Princes Park:  PP - Lawn 1_S4,Event: Y | Bookable: Y | Region: Princes Park,Venues,1,,,,,
-37.79092905,144.9538001,"{""coordinates"":[144.95380005501625,-37.79092904752804],""type"":""Point""}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 2_Native Grassland,0,N,N,Y,237,0,N,,Y,,N,0,L,RP - Lawn 2_Native Grassland,Royal Park:  RP - Lawn 2_Native Grassland,Event: N | Bookable: Y | Region: Royal Park,Venues,1,,,,,
-37.79114759,144.9239685,"{""coordinates"":[144.9239684670699,-37.79114759202695],""type"":""Point""}",103363,N,Other Park Locations,38.73435411,Y,Other Park Locations:  Women's Peace Garden,128,N,N,N,406,541957,,,Y,,N,0,L,Women's Peace Garden,Other Park Locations:  Women's Peace Garden,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79219452,144.9475991,"{""coordinates"":[144.94759906602815,-37.79219451711191],""type"":""Point""}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 13_Flem Road_Cs1_S3,0,N,N,N,257,0,Y,,Y,,N,0,L,RP - Lawn 13_Flem Road_Cs1_S3,Royal Park:  RP - Lawn 13_Flem Road_Cs1_S3,Event: N | Bookable: Y | Region: Royal Park,Venues,1,,,,,
-37.79251402,144.9226634,"{""coordinates"":[144.92266340403762,-37.792514022427625],""type"":""Point""}",110081,N,Other Park Locations,22.95735819,Y,Other Park Locations:  Peppercorn Park,124,N,N,N,383,107565,,,Y,,N,0,L,Peppercorn Park,Other Park Locations:  Peppercorn Park,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79315161,144.9740936,"{""coordinates"":[144.9740936152342,-37.79315160624854],""type"":""Point""}",106893,N,Other Park Locations,11.21226994,Y,Other Park Locations:  Canning St Reserve (Neill St),279,N,N,N,348,580223,,,Y,,N,0,L,Canning St Reserve (Neill St),Other Park Locations:  Canning St Reserve (Neill St),Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79373896,144.923774,"{""coordinates"":[144.92377402177027,-37.793738962584186],""type"":""Point""}",100894,Y,Other Park Locations,23.65235611,Y,Other Park Locations:  Bayswater Road Park,119,N,N,N,342,100894,,,Y,,N,0,L,Bayswater Road Park,Other Park Locations:  Bayswater Road Park,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79509439,144.915705,"{""coordinates"":[144.91570500420156,-37.79509438558714],""type"":""Point""}",102249,N,Other Park Locations,0.0,Y,Other Park Locations:  Riverside Park,0,N,N,N,1372,0,,,Y,,N,0,L,Riverside Park,Other Park Locations:  Riverside Park,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79549542,144.9308189,"{""coordinates"":[144.93081887965192,-37.79549541762062],""type"":""Point""}",0,Y,Other Park Locations,28.99477839,Y,Other Park Locations:  Bellair Street Reserve,157,N,N,N,344,100990,,,Y,,N,30582,L,Bellair Street Reserve,Other Park Locations:  Bellair Street Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79596017,144.9531658,"{""coordinates"":[144.95316579832524,-37.79596016662455],""type"":""Point""}",103910,Y,Other Park Locations,63.2028553,Y,Other Park Locations:  Ievers Reserve,324,N,N,N,371,107255,,,Y,,N,0,L,Ievers Reserve,Other Park Locations:  Ievers Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79631024,144.9728443,"{""coordinates"":[144.97284434800815,-37.796310238750024],""type"":""Point""}",107223,Y,Other Park Locations,10.15483954,Y,Other Park Locations:  Canning & Palmerston,258,N,N,N,347,107223,,,Y,,N,0,L,Canning & Palmerston,Other Park Locations:  Canning & Palmerston,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.7963472,144.9456594,"{""coordinates"":[144.94565942520038,-37.796347199359644],""type"":""Point""}",101395,N,Other Park Locations,6.92606023,Y,Other Park Locations:  Pleasance Gardens,254,N,N,N,384,101395,,,Y,,N,0,L,Pleasance Gardens,Other Park Locations:  Pleasance Gardens,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79635845,144.9391193,"{""coordinates"":[144.93911928904672,-37.796358453208505],""type"":""Point""}",106339,N,Other Park Locations,42.40450422,Y,Other Park Locations:  Clayton Reserve,64,N,N,Y,351,106339,,,Y,,N,0,L,Clayton Reserve,Other Park Locations:  Clayton Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79764034,144.9244203,"{""coordinates"":[144.92442027151208,-37.79764033693619],""type"":""Point""}",105220,N,Holland Park,0.0,Y,Holland Park:  HP - Soccer_Cs2_ Synthetic,0,N,N,N,169,0,Y,,Y,,N,0,M,HP - Soccer_Cs2_ Synthetic,Holland Park:  HP - Soccer_Cs2_ Synthetic,Event: Y | Bookable: Y | Region: Holland Park,Venues,1,,,,,
-37.79804493,144.9226448,"{""coordinates"":[144.92264481163645,-37.79804493075953],""type"":""Point""}",105220,N,Holland Park,93.93444073,N,Holland Park:  HP - Ct_F1,97,N,N,Y,172,517639,Y,,Y,,N,0,M,HP - Ct_F1,Holland Park:  HP - Ct_F1,Event: N | Bookable: Y | Region: Holland Park,Venues,1,,,,,
-37.79824996,144.9213476,"{""coordinates"":[144.92134758302743,-37.798249959297706],""type"":""Point""}",105220,N,Holland Park,34.32973394,N,Holland Park:  HP - Extreme Sports Area,143,N,N,N,174,586156,Y,,Y,,N,0,M,HP - Extreme Sports Area,Holland Park:  HP - Extreme Sports Area,Event: N | Bookable: Y | Region: Holland Park,Venues,1,,,,,
-37.79836617,144.9715673,"{""coordinates"":[144.97156729933138,-37.798366165372386],""type"":""Point""}",106290,N,Other Park Locations,10.18379338,Y,Other Park Locations:  Macarthur Square,70,N,N,N,378,106290,,,Y,,N,0,L,Macarthur Square,Other Park Locations:  Macarthur Square,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79850806,144.9239072,"{""coordinates"":[144.92390716229923,-37.79850806274544],""type"":""Point""}",105220,Y,Holland Park,0.0,N,Holland Park:  HP - Running Track,0,N,N,Y,1361,0,Y,,Y,,N,0,M,HP - Running Track,Holland Park:  HP - Running Track,Event: N | Bookable: Y | Region: Holland Park,Venues,1,,,,,
-37.7985291,144.9251661,"{""coordinates"":[144.92516606031543,-37.79852909808418],""type"":""Point""}",105220,Y,Holland Park,0.0,N,Holland Park:  HP - Football 2_Cs1,0,N,N,Y,173,0,Y,,Y,,N,0,M,HP - Football 2_Cs1,Holland Park:  HP - Football 2_Cs1,Event: N | Bookable: Y | Region: Holland Park,Venues,1,,,,,
-37.7987191,144.9240042,"{""coordinates"":[144.92400424679198,-37.79871909767763],""type"":""Point""}",105220,N,Holland Park,0.0,N,Holland Park:  HP - Pavilion,0,N,N,N,168,0,Y,,Y,,N,0,M,HP - Pavilion,Holland Park:  HP - Pavilion,Event: N | Bookable: Y | Region: Holland Park,Venues,1,,,,,
-37.79905532,144.9413118,"{""coordinates"":[144.94131177323902,-37.799055317643926],""type"":""Point""}",100514,N,Other Park Locations,0.0,Y,Other Park Locations:  North Melbourne Recreation Reserve,0,N,N,Y,1248,0,,,Y,,N,0,L,North Melbourne Recreation Reserve,Other Park Locations:  North Melbourne Recreation Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79911473,144.9437339,"{""coordinates"":[144.94373386693263,-37.79911472938728],""type"":""Point""}",102913,Y,Other Park Locations,29.86978579,Y,Other Park Locations:  Gardiner Reserve,29,N,N,N,360,102913,,,Y,,N,0,L,Gardiner Reserve,Other Park Locations:  Gardiner Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.79953758,144.9504498,"{""coordinates"":[144.95044984461694,-37.79953758061649],""type"":""Point""}",103485,N,Other Park Locations,32.62300772,Y,Other Park Locations:  Errol St Reserve,172,N,N,N,358,103453,,,Y,,N,0,L,Errol St Reserve,Other Park Locations:  Errol St Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80021408,144.9730699,"{""coordinates"":[144.97306989164414,-37.80021407728376],""type"":""Point""}",106828,N,Other Park Locations,24.86003702,Y,Other Park Locations:  Murchison Square,79,N,N,N,381,524046,,,Y,,N,0,L,Murchison Square,Other Park Locations:  Murchison Square,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80099817,144.9602987,"{""coordinates"":[144.9602987202407,-37.800998173908575],""type"":""Point""}",107552,N,Other Park Locations,65.5112548,Y,Other Park Locations:  University Square,169,Y,N,N,400,502486,,,Y,,N,0,L,University Square,Other Park Locations:  University Square,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.8015092,144.9713921,"{""coordinates"":[144.97139212312234,-37.80150919771168],""type"":""Point""}",108269,N,Carlton Gardens,76.41511683,Y,Carlton Gardens:  CG - Lawn 1,83,N,N,N,19,101721,,,Y,,Y,0,L,CG - Lawn 1,Carlton Gardens:  CG - Lawn 1,Event: Y | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80165263,144.9729866,"{""coordinates"":[144.9729865712068,-37.80165263164489],""type"":""Point""}",108269,N,Carlton Gardens,73.72515164,N,Carlton Gardens:  CG - Lawn 3,83,N,N,N,21,101736,,,Y,,Y,0,L,CG - Lawn 3,Carlton Gardens:  CG - Lawn 3,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80187318,144.9720834,"{""coordinates"":[144.97208336442085,-37.801873179409036],""type"":""Point""}",108269,N,Carlton Gardens,0.0,N,Carlton Gardens:  CG - Lawn 2,0,N,N,N,20,0,,,Y,,Y,0,L,CG - Lawn 2,Carlton Gardens:  CG - Lawn 2,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80240178,144.9725999,"{""coordinates"":[144.97259992450503,-37.802401778134914],""type"":""Point""}",108269,N,Carlton Gardens,0.0,N,Carlton Gardens:  CG - Lawn 5,0,N,N,N,23,0,,,Y,,Y,0,L,CG - Lawn 5,Carlton Gardens:  CG - Lawn 5,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80241986,144.9628809,"{""coordinates"":[144.96288089932796,-37.80241985976288],""type"":""Point""}",101264,Y,Other Park Locations,82.9730718,Y,Other Park Locations:  Lincoln Square - includes Bali Memorial,341,Y,N,N,377,621145,,,Y,,N,0,L,Lincoln Square - includes Bali Memorial,Other Park Locations:  Lincoln Square - includes Bali Memorial,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.8024373,144.9658889,"{""coordinates"":[144.96588887966234,-37.80243730306906],""type"":""Point""}",106097,N,Other Park Locations,61.96847942,Y,Other Park Locations:  Argyle Square Stage Only,83,N,N,N,1362,100575,,,Y,,N,0,L,Argyle Square Stage Only,Other Park Locations:  Argyle Square Stage Only,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80244916,144.9136674,"{""coordinates"":[144.91366744937145,-37.802449157916314],""type"":""Point""}",102986,N,Other Park Locations,99.1742364,Y,Other Park Locations:  Wildlife Reserve,89,N,N,N,405,102987,,,Y,,N,0,L,Wildlife Reserve,Other Park Locations:  Wildlife Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80248033,144.97094,"{""coordinates"":[144.97094002506728,-37.80248032934897],""type"":""Point""}",108269,N,Carlton Gardens,0.0,Y,Carlton Gardens:  CG - Lawn 4,0,N,N,N,22,0,,,Y,,Y,0,L,CG - Lawn 4,Carlton Gardens:  CG - Lawn 4,Event: Y | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.8027403,144.9658351,"{""coordinates"":[144.9658350877282,-37.802740302401325],""type"":""Point""}",106097,N,Promotional Spaces,53.1618369,Y,Promotional Spaces:  Piazza Italia,335,N,N,N,1214,106097,,,Y,,N,0,,Piazza Italia,Promotional Spaces:  Piazza Italia,Event: Y | Bookable: Y | Region: Promotional Spaces,Venues,1,,,,,
-37.80281698,144.9555042,"{""coordinates"":[144.9555041821315,-37.80281698186015],""type"":""Point""}",110909,N,Other Park Locations,13.33835688,Y,Other Park Locations:  Bedford Street Reserve,137,N,N,N,343,110909,,,Y,,N,0,L,Bedford Street Reserve,Other Park Locations:  Bedford Street Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80304368,144.9657847,"{""coordinates"":[144.96578472064343,-37.8030436798691],""type"":""Point""}",106097,N,Other Park Locations,53.36004813,Y,Other Park Locations:  Argyle Square (South),13,N,N,N,340,106097,,,Y,,N,0,L,Argyle Square (South),Other Park Locations:  Argyle Square (South),Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80518674,144.9486244,"{""coordinates"":[144.94862438795033,-37.80518674164739],""type"":""Point""}",110911,N,Other Park Locations,1.7382153,Y,"Other Park Locations:  Hawke, King & Errol St Reserve",234,N,N,N,367,110911,,,Y,,N,0,L,"Hawke, King & Errol St Reserve","Other Park Locations:  Hawke, King & Errol St Reserve",Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80545972,144.9490911,"{""coordinates"":[144.94909109002268,-37.805459724438954],""type"":""Point""}",104709,N,Other Park Locations,3.71520312,Y,"Other Park Locations:  Hawke, King & Victoria St Reserve",123,N,N,N,368,104709,,,Y,,N,0,L,"Hawke, King & Victoria St Reserve","Other Park Locations:  Hawke, King & Victoria St Reserve",Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80560641,144.941488,"{""coordinates"":[144.9414879659226,-37.805606405436144],""type"":""Point""}",110908,N,Other Park Locations,21.27300622,Y,Other Park Locations:  Railway & Miller St Reserve,321,N,N,N,386,110908,,,Y,,N,0,L,Railway & Miller St Reserve,Other Park Locations:  Railway & Miller St Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80567411,144.9703352,"{""coordinates"":[144.9703352067697,-37.80567410509057],""type"":""Point""}",108268,N,Carlton Gardens,0.0,N,Carlton Gardens:  CG - Lawn 9,0,N,N,N,27,0,,,Y,,Y,0,L,CG - Lawn 9,Carlton Gardens:  CG - Lawn 9,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80587053,144.9722702,"{""coordinates"":[144.9722702183175,-37.805870529120305],""type"":""Point""}",108268,N,Carlton Gardens,0.0,Y,Carlton Gardens:  CG - Lawn 18,0,N,N,N,36,0,,,Y,,Y,0,L,CG - Lawn 18,Carlton Gardens:  CG - Lawn 18,Event: Y | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80606674,144.9477116,"{""coordinates"":[144.94771155926824,-37.80606674183848],""type"":""Point""}",110906,N,Other Park Locations,8.84776937,Y,"Other Park Locations:  Hawke, Miller & Curzon St",328,N,N,N,369,110906,,,Y,,N,0,L,"Hawke, Miller & Curzon St","Other Park Locations:  Hawke, Miller & Curzon St",Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80614634,144.9712553,"{""coordinates"":[144.97125527823184,-37.80614633537273],""type"":""Point""}",108268,N,Carlton Gardens,59.76575599,Y,Carlton Gardens:  CG - Lawn 15/Exhibition Fountain,254,N,N,N,33,546082,,,Y,,Y,0,L,CG - Lawn 15/Exhibition Fountain,Carlton Gardens:  CG - Lawn 15/Exhibition Fountain,Event: Y | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80620609,144.970821,"{""coordinates"":[144.97082104446253,-37.80620609216334],""type"":""Point""}",108268,N,Carlton Gardens,54.57055686,N,Carlton Gardens:  CG - Lawn 11,294,N,N,N,29,546082,,,Y,,Y,0,L,CG - Lawn 11,Carlton Gardens:  CG - Lawn 11,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.806222,144.9716721,"{""coordinates"":[144.97167207484955,-37.8062220021546],""type"":""Point""}",108268,N,Carlton Gardens,72.92859882,N,Carlton Gardens:  CG - Lawn 17,223,N,N,N,35,546082,,,Y,,Y,0,L,CG - Lawn 17,Carlton Gardens:  CG - Lawn 17,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80623668,144.9697226,"{""coordinates"":[144.9697226042961,-37.80623668386974],""type"":""Point""}",108268,N,Carlton Gardens,78.56806687,Y,Carlton Gardens:  CG - Lawn 10/Dalai Lama Peace Garden,164,N,N,N,28,108154,,,Y,,Y,0,L,CG - Lawn 10/Dalai Lama Peace Garden,Carlton Gardens:  CG - Lawn 10/Dalai Lama Peace Garden,Event: Y | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80644047,144.9536061,"{""coordinates"":[144.95360614269848,-37.806440465708],""type"":""Point""}",0,N,Other Park Locations,19.5985749,Y,Other Park Locations:  Howard & William St Reserve,343,N,N,N,370,110138,,,Y,,N,21382,L,Howard & William St Reserve,Other Park Locations:  Howard & William St Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80655619,144.9727228,"{""coordinates"":[144.97272275612292,-37.80655618975174],""type"":""Point""}",108268,N,Carlton Gardens,0.0,N,Carlton Gardens:  CG - Lawn 21,0,N,N,N,39,0,,,Y,,Y,0,L,CG - Lawn 21,Carlton Gardens:  CG - Lawn 21,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80664956,144.9701636,"{""coordinates"":[144.97016355027458,-37.80664955602868],""type"":""Point""}",108268,N,Carlton Gardens,78.59724285,N,Carlton Gardens:  CG - Lawn 12,0,N,N,N,30,546082,,,Y,,Y,0,L,CG - Lawn 12,Carlton Gardens:  CG - Lawn 12,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80696891,144.9720006,"{""coordinates"":[144.97200059019704,-37.80696891171134],""type"":""Point""}",108268,N,Carlton Gardens,89.93045975,N,Carlton Gardens:  CG - Lawn 19,159,N,N,N,37,546082,,,Y,,Y,0,L,CG - Lawn 19,Carlton Gardens:  CG - Lawn 19,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,
-37.80722986,144.9513882,"{""coordinates"":[144.95138817821424,-37.80722985858516],""type"":""Point""}",103031,Y,Other Park Locations,28.88152155,Y,Other Park Locations:  Eades Park,240,N,N,N,355,511025,,,Y,,N,0,L,Eades Park,Other Park Locations:  Eades Park,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80725449,144.9655259,"{""coordinates"":[144.9655258951844,-37.807254494588605],""type"":""Point""}",110910,N,Other Park Locations,1.68342765,Y,Other Park Locations:  Eight Hour Reserve,115,N,N,N,356,110910,,,Y,,N,0,L,Eight Hour Reserve,Other Park Locations:  Eight Hour Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80864887,144.9448769,"{""coordinates"":[144.94487688658427,-37.80864887136427],""type"":""Point""}",104755,Y,Other Park Locations,13.94508753,Y,Other Park Locations:  Hawke & Adderley Street Park,293,N,N,N,366,104755,,,Y,,N,0,L,Hawke & Adderley Street Park,Other Park Locations:  Hawke & Adderley Street Park,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80961913,144.972591,"{""coordinates"":[144.9725910031422,-37.80961913141845],""type"":""Point""}",105667,N,Other Park Locations,14.50985324,Y,Other Park Locations:  Gillott Reserve,217,N,N,N,361,105667,,,Y,,N,0,L,Gillott Reserve,Other Park Locations:  Gillott Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
-37.80977855,144.9532192,"{""coordinates"":[144.95321923431288,-37.80977855324393],""type"":""Point""}",102942,N,Flagstaff Gardens,64.79969374,Y,Flagstaff Gardens:  FG - Lawn 1,184,Y,N,N,148,105328,,,Y,,N,0,M,FG - Lawn 1,Flagstaff Gardens:  FG - Lawn 1,Event: Y | Bookable: Y | Region: Flagstaff Gardens,Venues,1,,,,,
-37.80982527,144.9734994,"{""coordinates"":[144.97349935358883,-37.80982526738648],""type"":""Point""}",106982,N,Other Park Locations,45.92665311,Y,Other Park Locations:  Parliament Reserve,59,N,N,N,418,106982,,,Y,,N,0,L,Parliament Reserve,Other Park Locations:  Parliament Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,
