census_year,block_id,property_id,base_property_id,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,lng,lat,location,map_id,infoopen,category,approved,retina
2023,245,581508,538825,Building D Seasons Apartments 604 Swanston Street CARLTON VIC 3053,Carlton,Norsiah's Kitchen,"Tenancy 101D, 604 Swanston Street CARLTON VIC 3053",4511,Cafes and Restaurants,Seats - Outdoor,12,144.96433320978915,-37.8018961579,"{'lon': 144.96433320978915, 'lat': -37.8018961579}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,245,581508,538825,Building D Seasons Apartments 604 Swanston Street CARLTON VIC 3053,Carlton,XD Fresh Fruit Shop,"Tenancy 104D, 604 Swanston Street CARLTON VIC 3053",4512,Takeaway Food Services,Seats - Indoor,24,144.96433320978915,-37.8018961579,"{'lon': 144.96433320978915, 'lat': -37.8018961579}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Takeaway Food Services",1,1
2023,246,106099,106099,163-165 Lygon Street CARLTON VIC 3053,Carlton,Casa Del Gelato,Ground & Part Level 1 163 Lygon Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,15,144.96643103892197,-37.801869708249995,"{'lon': 144.96643103892197, 'lat': -37.801869708249995}",21,0,"Hospitality, Seats - Indoor, Small (1-20 seats), Takeaway Food Services",1,1
2023,246,106102,106102,171 Lygon Street CARLTON VIC 3053,Carlton,Mixity Restaurant and Cafe,Ground 171 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96646835785356,-37.8016574017,"{'lon': 144.96646835785356, 'lat': -37.8016574017}",21,0,"Hospitality, Seats - Outdoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,246,106107,106107,189 Lygon Street CARLTON VIC 3053,Carlton,Tabouli,189 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96648806995972,-37.801190399899994,"{'lon': 144.96648806995972, 'lat': -37.801190399899994}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,246,106112,106112,199 Lygon Street CARLTON VIC 3053,Carlton,Seasons Provedore,199 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,50,144.96665902629712,-37.800967133,"{'lon': 144.96665902629712, 'lat': -37.800967133}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,247,106227,106227,256 Lygon Street CARLTON VIC 3053,Carlton,Il Gusto,256 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96715998767138,-37.801187089699994,"{'lon': 144.96715998767138, 'lat': -37.801187089699994}",21,0,"Hospitality, Seats - Outdoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,247,106235,106235,230 Lygon Street CARLTON VIC 3053,Carlton,AFGHAN KEBAB CARLTON,230 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,50,144.96721013379522,-37.8018039991,"{'lon': 144.96721013379522, 'lat': -37.8018039991}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,247,107557,107557,62 Pelham Street CARLTON VIC 3053,Carlton,Assembly,62 Pelham Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,15,144.96729234875,-37.8026281168169,"{'lon': 144.96729234875, 'lat': -37.8026281168169}",21,0,"Hospitality, Seats - Indoor, Small (1-20 seats), Takeaway Food Services",1,1
2023,250,623345,108266,Melbourne Museum 11 Nicholson Street CARLTON VIC 3053,Carlton,Market Cafe / Station Cafe / Mercury Restaurant,Restaurant 11 Nicholson Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,20,144.97162875087292,-37.803974460350005,"{'lon': 144.97162875087292, 'lat': -37.803974460350005}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,250,623345,108266,Melbourne Museum 11 Nicholson Street CARLTON VIC 3053,Carlton,Market Cafe / Station Cafe / Mercury Restaurant,Restaurant 11 Nicholson Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,215,144.97162875087292,-37.803974460350005,"{'lon': 144.97162875087292, 'lat': -37.803974460350005}",21,0,"Hospitality, Seats - Indoor, Extra Large (201+ seats), Cafes and Restaurants",1,1
2023,252,106242,106242,166-168 Lygon Street CARLTON VIC 3053,Carlton,Il Gambero,166-168 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,221,144.96680839982113,-37.803309601150005,"{'lon': 144.96680839982113, 'lat': -37.803309601150005}",21,0,"Hospitality, Seats - Indoor, Extra Large (201+ seats), Cafes and Restaurants",1,1
2023,252,111066,106250,110 Lygon Street CARLTON VIC 3053,Carlton,Ying Thai 2,110 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,100,144.96670200904998,-37.80443770077052,"{'lon': 144.96670200904998, 'lat': -37.80443770077052}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,254,106083,106083,95-97 Lygon Street CARLTON VIC 3053,Carlton,I Love Istanbul,Ground 95-97 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,42,144.96594934658634,-37.8046771943,"{'lon': 144.96594934658634, 'lat': -37.8046771943}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,2392,617402,617402,11-41 Melrose Street NORTH MELBOURNE VIC 3051,North Melbourne,Mr Tucker,17-19 Melrose Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,40,144.9414035519,-37.79501732002552,"{'lon': 144.9414035519, 'lat': -37.79501732002552}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,2533,615050,615050,75-103 Parsons Street KENSINGTON VIC 3031,Kensington,Brewtech,36 Stubbs Street KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,24,144.93527771252857,-37.7900041052,"{'lon': 144.93527771252857, 'lat': -37.7900041052}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,2540,617955,617955,25-77 Stubbs Street KENSINGTON VIC 3031,Kensington,Mama Le,31 Stubbs Street KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,94,144.9359190377,-37.79107092205605,"{'lon': 144.9359190377, 'lat': -37.79107092205605}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,113,110673,108118,83-129 Victoria Street MELBOURNE VIC 3000,Melbourne (CBD),Market Lane Coffee,83-85 Victoria Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,4,144.9576272223,-37.807832574221266,"{'lon': 144.9576272223, 'lat': -37.807832574221266}",21,0,"Hospitality, Seats - Indoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,113,110690,108118,507-523 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),3 Brothersss,513 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,36,144.9576272223,-37.807832574221266,"{'lon': 144.9576272223, 'lat': -37.807832574221266}",21,0,"Hospitality, Seats - Outdoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,113,580058,108118,76 Therry Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Gilli,76 Therry Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,36,144.9576272223,-37.807832574221266,"{'lon': 144.9576272223, 'lat': -37.807832574221266}",21,0,"Hospitality, Seats - Outdoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,115,604778,587480,Verve501 Apartments 483 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Nisa's Thai Street Food,491-493 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,98,144.9620895650038,-37.80728891305,"{'lon': 144.9620895650038, 'lat': -37.80728891305}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,207,106142,106142,291-299 Lygon Street CARLTON VIC 3053,Carlton,King & Godfree,293 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,200,144.96704168875,-37.79838895068619,"{'lon': 144.96704168875, 'lat': -37.79838895068619}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,207,106145,106145,307 Lygon Street CARLTON VIC 3053,Carlton,Tiamo,307 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,30,144.9669808317069,-37.7981229688,"{'lon': 144.9669808317069, 'lat': -37.7981229688}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,207,106154,106154,337-343 Lygon Street CARLTON VIC 3053,Carlton,Intersection Cafe,341-343 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,39,144.9672261670091,-37.79734791825,"{'lon': 144.9672261670091, 'lat': -37.79734791825}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,216,103101,103101,161-169 Elgin Street CARLTON VIC 3053,Carlton,Sunhands,Ground 169 Elgin Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,22,144.96929458866998,-37.79758048545,"{'lon': 144.96929458866998, 'lat': -37.79758048545}",21,0,"Hospitality, Seats - Outdoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,218,102685,102685,295-297 Drummond Street CARLTON VIC 3053,Carlton,Doc Pizza & Mozarella Bar,295-297 Drummond Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,60,144.968444266934,-37.79898518645,"{'lon': 144.968444266934, 'lat': -37.79898518645}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,218,103689,103689,201-203 Faraday Street CARLTON VIC 3053,Carlton,Shakahari Vegetarian Restaurant,201-203 Faraday Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,76,144.9678004722,-37.799004500043424,"{'lon': 144.9678004722, 'lat': -37.799004500043424}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,218,104477,104477,48-50 Grattan Street CARLTON VIC 3053,Carlton,Kaprica,48-50 Grattan Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96788005275,-37.8005970918656,"{'lon': 144.96788005275, 'lat': -37.8005970918656}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,224,108247,108247,114-116 Rathdowne Street CARLTON VIC 3053,Carlton,Paris Go Bistro,114-116 Rathdowne Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,4,144.97088483867648,-37.796955909450006,"{'lon': 144.97088483867648, 'lat': -37.796955909450006}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,226,108235,108235,164 Rathdowne Street CARLTON VIC 3053,Carlton,Bar Bellamy,164 Rathdowne Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,35,144.97113272902246,-37.7954766408,"{'lon': 144.97113272902246, 'lat': -37.7954766408}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,240,107550,107550,156-180 Berkeley Street CARLTON VIC 3053,Carlton,Cafe Commercio,Part Ground 156-180 Berkeley Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,20,144.95882008270002,-37.80155738533795,"{'lon': 144.95882008270002, 'lat': -37.80155738533795}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,243,104455,104455,167 Grattan Street CARLTON VIC 3053,Carlton,Best tian shan,167 Grattan Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,80,144.963297497,-37.80058351245253,"{'lon': 144.963297497, 'lat': -37.80058351245253}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,245,104450,104450,251-257 Cardigan Street CARLTON VIC 3053,Carlton,Gyoza San,"Shop 3, Ground 121 Grattan Street CARLTON VIC 3053",4511,Cafes and Restaurants,Seats - Indoor,36,144.9651040686224,-37.800770727300005,"{'lon': 144.9651040686224, 'lat': -37.800770727300005}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,245,110987,110987,Astorial Apartments 660-674 Swanston Street CARLTON VIC 3053,Carlton,Momo Sushi,660 Swanston Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,18,144.96419727160904,-37.80096178535,"{'lon': 144.96419727160904, 'lat': -37.80096178535}",21,0,"Hospitality, Seats - Indoor, Small (1-20 seats), Takeaway Food Services",1,1
2023,246,106112,106112,199 Lygon Street CARLTON VIC 3053,Carlton,Seasons Provedore,199 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96665902629712,-37.800967133,"{'lon': 144.96665902629712, 'lat': -37.800967133}",21,0,"Hospitality, Seats - Outdoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,247,106227,106227,256 Lygon Street CARLTON VIC 3053,Carlton,Il Gusto,256 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,75,144.96715998767138,-37.801187089699994,"{'lon': 144.96715998767138, 'lat': -37.801187089699994}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,247,106233,106233,234-236 Lygon Street CARLTON VIC 3053,Carlton,Ziyka Restaurant,234-236 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96722769983683,-37.8016937772,"{'lon': 144.96722769983683, 'lat': -37.8016937772}",21,0,"Hospitality, Seats - Outdoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,247,106235,106235,230 Lygon Street CARLTON VIC 3053,Carlton,AFGHAN KEBAB CARLTON,230 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,10,144.96721013379522,-37.8018039991,"{'lon': 144.96721013379522, 'lat': -37.8018039991}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,247,107558,107558,60 Pelham Street CARLTON VIC 3053,Carlton,Assembly Store,60 Pelham Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Outdoor,6,144.96733571785,-37.80262083130734,"{'lon': 144.96733571785, 'lat': -37.80262083130734}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Takeaway Food Services",1,1
2023,252,106240,106240,174-178 Lygon Street CARLTON VIC 3053,Carlton,Nefes,174-178 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,100,144.96677988375,-37.80305848450047,"{'lon': 144.96677988375, 'lat': -37.80305848450047}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,252,106242,106242,166-168 Lygon Street CARLTON VIC 3053,Carlton,Il Gambero,166-168 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,28,144.96680839982113,-37.803309601150005,"{'lon': 144.96680839982113, 'lat': -37.803309601150005}",21,0,"Hospitality, Seats - Outdoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,252,106249,106249,128-130 Lygon Street CARLTON VIC 3053,Carlton,Da Guido,128-130 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96667956605688,-37.8040367822,"{'lon': 144.96667956605688, 'lat': -37.8040367822}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,252,106249,106249,128-130 Lygon Street CARLTON VIC 3053,Carlton,Da Guido,128-130 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,40,144.96667956605688,-37.8040367822,"{'lon': 144.96667956605688, 'lat': -37.8040367822}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,252,111061,106250,122 Lygon Street CARLTON VIC 3053,Carlton,Kantin,122 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,30,144.96670200904998,-37.80443770077052,"{'lon': 144.96670200904998, 'lat': -37.80443770077052}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,254,106083,106083,95-97 Lygon Street CARLTON VIC 3053,Carlton,KITCHEN OF THE KING,Level 1 90 Queensberry Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,50,144.96594934658634,-37.8046771943,"{'lon': 144.96594934658634, 'lat': -37.8046771943}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,255,101593,101593,Lincoln Hotel 91-95 Cardigan Street CARLTON VIC 3053,Carlton,Hotel Lincoln,Lincoln Hotel 91 Cardigan Street CARLTON VIC 3053,4520,"Pubs, Taverns and Bars",Seats - Indoor,62,144.96450570186147,-37.8044853162,"{'lon': 144.96450570186147, 'lat': -37.8044853162}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Pubs, Taverns and Bars",1,1
2023,255,109366,109366,127-135 Pelham Street CARLTON VIC 3053,Carlton,Cinta,127 Pelham Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,40,144.96394523195588,-37.802769928550006,"{'lon': 144.96394523195588, 'lat': -37.802769928550006}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,255,109366,109366,127-135 Pelham Street CARLTON VIC 3053,Carlton,Cinta,127 Pelham Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96394523195588,-37.802769928550006,"{'lon': 144.96394523195588, 'lat': -37.802769928550006}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,256,518847,518847,19-21 Lincoln Square South CARLTON VIC 3053,Carlton,Bar Holiday,19-21 Lincoln Square South CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,50,144.96278083549998,-37.80336204947769,"{'lon': 144.96278083549998, 'lat': -37.80336204947769}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,257,101248,101248,139-143 Bouverie Street CARLTON VIC 3053,Carlton,Cafe Tre Sette,"Unit 1, Ground 139 Bouverie Street CARLTON VIC 3053",4511,Cafes and Restaurants,Seats - Indoor,42,144.96169920924802,-37.80322393425,"{'lon': 144.96169920924802, 'lat': -37.80322393425}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,257,101248,101248,139-143 Bouverie Street CARLTON VIC 3053,Carlton,Cafe Tre Sette,"Unit 1, Ground 139 Bouverie Street CARLTON VIC 3053",4511,Cafes and Restaurants,Seats - Outdoor,24,144.96169920924802,-37.80322393425,"{'lon': 144.96169920924802, 'lat': -37.80322393425}",21,0,"Hospitality, Seats - Outdoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,260,103268,103268,660-674 Elizabeth Street MELBOURNE VIC 3000,Carlton,Duke Pizza,"Shop 1, Ground 660 Elizabeth Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,8,144.95849911652158,-37.8027908035,"{'lon': 144.95849911652158, 'lat': -37.8027908035}",21,0,"Hospitality, Seats - Indoor, Small (1-20 seats), Takeaway Food Services",1,1
2023,309,106302,106302,275-285 MacAulay Road NORTH MELBOURNE VIC 3051,North Melbourne,EziStreat,Part 275-285 MacAulay Road NORTH MELBOURNE VIC 3051,6712,Non-Residential Property Operators,Seats - Outdoor,140,144.93763034031326,-37.795513141,"{'lon': 144.93763034031326, 'lat': -37.795513141}",21,0,"Hospitality, Seats - Outdoor, Large (51-200 seats), Non-Residential Property Operators",1,1
2023,327,102352,102352,171-173 Curzon Street NORTH MELBOURNE VIC 3051,North Melbourne,Albion Hotel,171-173 Curzon Street NORTH MELBOURNE VIC 3051,4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.94855064566946,-37.7988987402,"{'lon': 144.94855064566946, 'lat': -37.7988987402}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Pubs, Taverns and Bars",1,1
2023,345,103400,103400,29 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Cielo Gelateria,Ground 29 Errol Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,28,144.9490794479977,-37.804303387649995,"{'lon': 144.9490794479977, 'lat': -37.804303387649995}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,345,103407,103407,47 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Wonky Trolley,47 Errol Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Outdoor,18,144.9490674026468,-37.8039099226,"{'lon': 144.9490674026468, 'lat': -37.8039099226}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,345,103407,103407,47 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Wonky Trolley,47 Errol Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,30,144.9490674026468,-37.8039099226,"{'lon': 144.9490674026468, 'lat': -37.8039099226}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,353,103842,103842,193 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,Royal Kebab Cafe,193 Flemington Road NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,15,144.9484230005749,-37.79508408305,"{'lon': 144.9484230005749, 'lat': -37.79508408305}",21,0,"Hospitality, Seats - Indoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,354,105606,105606,19-21 Leveson Street NORTH MELBOURNE VIC 3051,North Melbourne,Roasting Warehouse,19-21 Leveson Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,60,144.9505944361915,-37.80447364035,"{'lon': 144.9505944361915, 'lat': -37.80447364035}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,356,105025,105025,123-129 Howard Street NORTH MELBOURNE VIC 3051,North Melbourne,Ample Cafe Bar,123-129 Howard Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,55,144.9536962323,-37.80409742857897,"{'lon': 144.9536962323, 'lat': -37.80409742857897}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,357,109823,109823,364-366 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,KATHMANDU BANQUET,364-366 Victoria Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,200,144.95413343360002,-37.80544330075806,"{'lon': 144.95413343360002, 'lat': -37.80544330075806}",21,0,"Hospitality, Seats - Indoor, Large (51-200 seats), Cafes and Restaurants",1,1
2023,358,107887,107887,Sir Robert Peel Hotel 351-359 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,Bobbie Peels,Sir Robert Peel Hotel 351-359 Queensberry Street NORTH MELBOURNE VIC 3051,4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.9559534402919,-37.8039544673,"{'lon': 144.9559534402919, 'lat': -37.8039544673}",21,0,"Hospitality, Seats - Outdoor, Medium (21-50 seats), Pubs, Taverns and Bars",1,1
2023,361,109837,109837,268-276 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Donwoori,276 Victoria Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9573904540356,-37.80580417775,"{'lon': 144.9573904540356, 'lat': -37.80580417775}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,365,102242,102242,4 Courtney Street NORTH MELBOURNE VIC 3051,North Melbourne,Little Ivy Tea And Coffee,4 Courtney Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,16,144.9560144728951,-37.8033768714,"{'lon': 144.9560144728951, 'lat': -37.8033768714}",21,0,"Hospitality, Seats - Indoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,370,103492,103492,148-150 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Mörk Chocolate Brew House,148-150 Errol Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Outdoor,20,144.95018990080354,-37.80154436485,"{'lon': 144.95018990080354, 'lat': -37.80154436485}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Cafes and Restaurants",1,1
2023,375,103810,103810,RMIT Village 5-17 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,Gai Wong,"Shop 1, 5-17 Flemington Road NORTH MELBOURNE VIC 3051",4511,Cafes and Restaurants,Seats - Indoor,40,144.95584688675,-37.801435964981415,"{'lon': 144.95584688675, 'lat': -37.801435964981415}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,377,103816,103816,65-67 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,Mum Mum Asian Street Food,67 Flemington Road NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,42,144.95400708187265,-37.79936515035,"{'lon': 144.95400708187265, 'lat': -37.79936515035}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,377,103817,103817,52-60 Villiers Street NORTH MELBOURNE VIC 3051,North Melbourne,Guzman Y Gomez,71 Flemington Road NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,30,144.95379256182147,-37.7993074119,"{'lon': 144.95379256182147, 'lat': -37.7993074119}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,377,109865,109865,36-38 Villiers Street NORTH MELBOURNE VIC 3051,North Melbourne,Penny Dane,Part 38 Villiers Street NORTH MELBOURNE VIC 3051,4512,Takeaway Food Services,Seats - Outdoor,8,144.95316547009145,-37.7997797864,"{'lon': 144.95316547009145, 'lat': -37.7997797864}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Takeaway Food Services",1,1
2023,378,103822,103822,91-95 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,Jaspresso,91 Flemington Road NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,30,144.9528579079813,-37.7985647349,"{'lon': 144.9528579079813, 'lat': -37.7985647349}",21,0,"Hospitality, Seats - Indoor, Medium (21-50 seats), Cafes and Restaurants",1,1
2023,420,104711,104711,13-25 Hawke Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Miami Hotel Melbourne,13-25 Hawke Street WEST MELBOURNE VIC 3003,4400,Accommodation,Seats - Outdoor,12,144.94851769052406,-37.8060874185,"{'lon': 144.94851769052406, 'lat': -37.8060874185}",21,0,"Hospitality, Seats - Outdoor, Small (1-20 seats), Accommodation",1,1
2023,906,108505,108505,367-377 Royal Parade PARKVILLE VIC 3052,Parkville,Parkside,Part Ground 369 Royal Parade PARKVILLE VIC 3052,4511,Cafes and Restaurants,Seats - Outdoor,48,144.9585629265807,-37.7849285715,"{'lon': 144.9585629265807, 'lat': -37.7849285715}",21,0,"Hospitality, Seats - Outdoor, Medium (21-50 seats), Cafes and Restaurants",1,1
