id,map_id,address,descriptio,pic,link,icon,lat,lng,anim,title,infoopen,category,approved,retina,type,did,sticky,other_data,layergroup,Custom Field: geo_shape,prop_id,Custom Field: addresspt1,Custom Field: addressp_1,asset_clas,asset_type,objectid,Unnamed: 27,addresspt_,asset_subt,model_desc,mcc_id,roadseg_id,Unnamed: 33,model_no
1479417,21,"-37.80067995380995, 144.96981348058867",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80067995,144.96981348058867,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96981348058867, -37.80067995380995], ""type"": ""Point""}",0,5.58301084,149,Signage,Sign - Public Transport,31576,,528486,,Sign - Public Transport 1 Panel,1479417,20561,,P.16
1581811,21,"-37.798900728955765, 144.94922621224848",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79890073,144.94922621224848,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94922621224848, -37.798900728955765], ""type"": ""Point""}",0,7.78996688,331,Signage,Sign - Public Transport,36903,,104577,,Sign - Public Transport 1 Panel,1581811,21148,,P.16
1257184,21,"-37.80568178285169, 144.9538874178126",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80568178,144.9538874178126,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9538874178126, -37.80568178285169], ""type"": ""Point""}",0,13.19581543,295,Signage,Sign - Public Transport,6253,,533738,,Sign - Public Transport 1 Panel,1257184,20951,,P.16
1247701,21,"-37.793085802097636, 144.97495851135966",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.7930858,144.97495851135966,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.97495851135966, -37.793085802097636], ""type"": ""Point""}",0,13.45065798,218,Signage,Sign - Public Transport,15742,,109095,,Sign - Public Transport 1 Panel,1247701,20627,,P.16
1575590,21,"-37.80000725498236, 144.96097934573706",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80000725,144.96097934573706,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96097934573706, -37.80000725498236], ""type"": ""Point""}",0,39.38772297,296,Signage,Sign - Public Transport,5005,,518481,,Sign - Public Transport 1 Panel,1575590,20461,,P.16
1249876,21,"-37.79859348300079, 144.94845845599968",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79859348,144.94845845599968,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94845845599968, -37.79859348300079], ""type"": ""Point""}",0,42.16823981,297,Signage,Sign - Public Transport,8970,,638970,,Sign - Public Transport 1 Panel,1249876,21168,,P.16
1575585,21,"-37.800561849475905, 144.96449089849344",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80056185,144.96449089849344,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96449089849344, -37.800561849475905], ""type"": ""Point""}",0,32.12911779,42,Signage,Sign - Public Transport,9175,,104469,,Sign - Public Transport 1 Panel,1575585,22506,,P.16
1240396,21,"-37.803343440196116, 144.9693670992385",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80334344,144.9693670992385,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9693670992385, -37.803343440196116], ""type"": ""Point""}",0,10.91445028,117,Signage,Sign - Public Transport,16758,,612989,,Sign - Public Transport 1 Panel,1240396,20556,,P.16
1257193,21,"-37.80551491970227, 144.9523962734518",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80551492,144.9523962734518,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9523962734518, -37.80551491970227], ""type"": ""Point""}",0,11.36276208,266,Signage,Sign - Public Transport,31129,,517080,,Sign - Public Transport 1 Panel,1257193,20960,,P.16
1251669,21,"-37.80496835121376, 144.94935083669122",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80496835,144.94935083669122,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94935083669122, -37.80496835121376], ""type"": ""Point""}",0,9.4436089,4,Signage,Sign - Public Transport,36112,,512269,,Sign - Public Transport 1 Panel,1251669,20992,,P.16
1234022,21,"-37.79270227455465, 144.95831424644234",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79270227,144.95831424644234,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95831424644234, -37.79270227455465], ""type"": ""Point""}",0,34.40210408,222,Signage,Sign - Public Transport,38641,,108487,,Sign - Public Transport 1 Panel,1234022,22372,,P.16
1240744,21,"-37.79898487483806, 144.96733940321963",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79898487,144.96733940321965,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96733940321963, -37.79898487483806], ""type"": ""Point""}",0,5.91725485,357,Signage,Sign - Public Transport,42233,,106200,,Sign - Public Transport 1 Panel,1240744,20532,,P.16
1575501,21,"-37.800456485496696, 144.96510004696515",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80045649,144.96510004696515,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96510004696515, -37.800456485496696], ""type"": ""Point""}",0,28.06452572,292,Signage,Sign - Public Transport,12890,,597172,,Sign - Public Transport 1 Panel,1575501,22506,,P.16
1252413,21,"-37.790034182492505, 144.95863808667602",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79003418,144.95863808667602,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95863808667602, -37.790034182492505], ""type"": ""Point""}",0,21.00980919,175,Signage,Sign - Public Transport,13187,,529024,,Sign - Public Transport 1 Panel,1252413,22374,,P.16
1545853,21,"-37.8047924247435, 144.969120352164",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80479242,144.9691204,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.969120352164, -37.8047924247435], ""type"": ""Point""}",0,5.69670571,226,Signage,Sign - Public Transport,20050,,633312,,Sign - Public Transport 1 Panel,1545853,20556,,P.16
1234089,21,"-37.79382711275603, 144.9712669861909",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79382711,144.9712669861909,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9712669861909, -37.79382711275603], ""type"": ""Point""}",0,3.80221475,321,Signage,Sign - Public Transport,12205,,108220,,Sign - Public Transport 1 Panel,1234089,20639,,P.16
1240329,21,"-37.80256698905951, 144.96650544429707",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80256699,144.96650544429707,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96650544429707, -37.80256698905951], ""type"": ""Point""}",0,24.94990559,346,Signage,Sign - Public Transport,13491,,627268,,Sign - Public Transport 1 Panel,1240329,20528,,P.16
1252331,21,"-37.78766752944717, 144.95913336071771",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.78766753,144.95913336071771,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95913336071771, -37.78766752944717], ""type"": ""Point""}",0,53.92558496,132,Signage,Sign - Public Transport,20790,,529045,,Sign - Public Transport 1 Panel,1252331,22433,,P.16
1241410,21,"-37.797718982545234, 144.97371355429843",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79771898,144.97371355429843,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.97371355429843, -37.797718982545234], ""type"": ""Point""}",0,27.13230305,262,Signage,Sign - Public Transport,26637,,103056,,Sign - Public Transport 1 Panel,1241410,20597,,P.16
1576816,21,"-37.799222676258466, 144.95073019282864",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79922268,144.95073019282864,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95073019282864, -37.799222676258466], ""type"": ""Point""}",0,53.80754171,331,Signage,Sign - Public Transport,30396,,508949,,Sign - Public Transport 1 Panel,1576816,22684,,P.16
1249845,21,"-37.79836645634628, 144.94459154393613",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79836646,144.94459154393613,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94459154393613, -37.79836645634628], ""type"": ""Point""}",0,33.08519101,348,Signage,Sign - Public Transport,35336,,104584,,Sign - Public Transport 1 Panel,1249845,21166,,P.16
1251360,21,"-37.800676522454324, 144.94582553723103",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80067652,144.94582553723103,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94582553723103, -37.800676522454324], ""type"": ""Point""}",0,23.36010884,320,Signage,Sign - Public Transport,36745,,100115,,Sign - Public Transport 1 Panel,1251360,22681,,P.16
1248528,21,"-37.801527048931604, 144.9567967131992",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80152705,144.9567967131992,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9567967131992, -37.801527048931604], ""type"": ""Point""}",0,24.91047603,173,Signage,Sign - Public Transport,37802,,107520,,Sign - Public Transport 1 Panel,1248528,20594,,P.16
1576818,21,"-37.79987669561117, 144.9500539642789",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.7998767,144.9500539642789,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9500539642789, -37.79987669561117], ""type"": ""Point""}",0,5.4150398,226,Signage,Sign - Public Transport,44096,,103446,,Sign - Public Transport 1 Panel,1576818,21176,,P.16
1234690,21,"-37.79905748382394, 144.93989360176752",Sign - Public Transport 1 Panel Bus Stop Type 5,,,,-37.79905748,144.93989360176752,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.93989360176752, -37.79905748382394], ""type"": ""Point""}",0,89.61471514,138,Signage,Sign - Public Transport,11651,,104492,,Sign - Public Transport 1 Panel,1234690,21297,,P.16
1247820,21,"-37.79262854511814, 144.9682820983283",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79262855,144.9682820983283,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9682820983283, -37.79262854511814], ""type"": ""Point""}",0,19.15980501,348,Signage,Sign - Public Transport,14196,,555950,,Sign - Public Transport 1 Panel,1247820,20540,,P.16
1260438,21,"-37.80231431723276, 144.96676746744464",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.80231432,144.96676746744464,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96676746744464, -37.80231431723276], ""type"": ""Point""}",0,5.70821032,360,Signage,Sign - Public Transport,14622,,627281,,Sign - Public Transport 1 Panel,1260438,20528,,P.16
1233165,21,"-37.8006162471606, 144.9665441831767",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.80061625,144.9665441831767,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9665441831767, -37.8006162471606], ""type"": ""Point""}",0,11.23104145,140,Signage,Sign - Public Transport,15525,,545460,,Sign - Public Transport 1 Panel,1233165,20757,,P.16
1240886,21,"-37.79776685417041, 144.97031833233382",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79776685,144.97031833233382,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.97031833233382, -37.79776685417041], ""type"": ""Point""}",0,19.03739399,101,Signage,Sign - Public Transport,19576,,103091,,Sign - Public Transport 1 Panel,1240886,20563,,P.16
1243850,21,"-37.799621670449625, 144.95568431062944",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79962167,144.95568431062944,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95568431062944, -37.799621670449625], ""type"": ""Point""}",0,73.19158958,228,Signage,Sign - Public Transport,21274,,103813,,Sign - Public Transport 1 Panel,1243850,21552,,P.16
1249933,21,"-37.79862363935187, 144.9467915427181",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79862364,144.9467915427181,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9467915427181, -37.79862363935187], ""type"": ""Point""}",0,27.65118958,79,Signage,Sign - Public Transport,26601,,516364,,Sign - Public Transport 1 Panel,1249933,21168,,P.16
1234750,21,"-37.795210432231336, 144.9362942830282",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79521043,144.9362942830282,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9362942830282, -37.795210432231336], ""type"": ""Point""}",0,18.1287082,75,Signage,Sign - Public Transport,29970,,633265,,Sign - Public Transport 1 Panel,1234750,21287,,P.16
1572477,21,"-37.80432561240479, 144.96947035841606",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80432561,144.96947035841606,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96947035841606, -37.80432561240479], ""type"": ""Point""}",0,29.46722145,197,Signage,Sign - Public Transport,31969,,528455,,Sign - Public Transport 1 Panel,1572477,20556,,P.16
1574565,21,"-37.79784952551261, 144.94139186459046",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79784953,144.94139186459046,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94139186459046, -37.79784952551261], ""type"": ""Point""}",0,33.07308528,8,Signage,Sign - Public Transport,35830,,522795,,Sign - Public Transport 1 Panel,1574565,21329,,P.16
1250987,21,"-37.80294344100893, 144.94833854164688",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80294344,144.94833854164688,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94833854164688, -37.80294344100893], ""type"": ""Point""}",0,13.95688103,296,Signage,Sign - Public Transport,37146,,107926,,Sign - Public Transport 1 Panel,1250987,20999,,P.16
1249790,21,"-37.794106459808795, 144.94708934299945",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79410646,144.94708934299945,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94708934299945, -37.794106459808795], ""type"": ""Point""}",0,18.82231189,179,Signage,Sign - Public Transport,38019,,100086,,Sign - Public Transport 1 Panel,1249790,21235,,P.16
1233956,21,"-37.795521349230825, 144.9581692891698",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79552135,144.9581692891698,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9581692891698, -37.795521349230825], ""type"": ""Point""}",0,39.14668738,171,Signage,Sign - Public Transport,40097,,108457,,Sign - Public Transport 1 Panel,1233956,22363,,P.16
