lat,lng,Geo Shape,prop_id,no_smoking,level_1_na,addresspt1,event,full_name,addressp_1,training,dog_prohib,dog_off_le,venue_recn,addresspt_,sport,promotion,bookable,level_3_na,wedding,roadseg_id,sustainabi,level_2_na,Title,description,Category,Approved,Address,Seats,Venue_Type,Indoor_Outdoor,Description,map_id,infoopen,category,approved,retina
-37.8015092,144.9713921,"{""coordinates"":[144.97139212312234,-37.80150919771168],""type"":""Point""}",108269.0,N,Carlton Gardens,76.41511683,Y,Carlton Gardens:  CG - Lawn 1,83.0,N,N,N,19.0,101721.0,,,Y,,Y,0.0,L,CG - Lawn 1,Carlton Gardens:  CG - Lawn 1,Event: Y | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,,21,0,Venues,1,1
-37.80165263,144.9729866,"{""coordinates"":[144.9729865712068,-37.80165263164489],""type"":""Point""}",108269.0,N,Carlton Gardens,73.72515164,N,Carlton Gardens:  CG - Lawn 3,83.0,N,N,N,21.0,101736.0,,,Y,,Y,0.0,L,CG - Lawn 3,Carlton Gardens:  CG - Lawn 3,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,,21,0,Venues,1,1
-37.80187318,144.9720834,"{""coordinates"":[144.97208336442085,-37.801873179409036],""type"":""Point""}",108269.0,N,Carlton Gardens,0.0,N,Carlton Gardens:  CG - Lawn 2,0.0,N,N,N,20.0,0.0,,,Y,,Y,0.0,L,CG - Lawn 2,Carlton Gardens:  CG - Lawn 2,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,,21,0,Venues,1,1
-37.80240178,144.9725999,"{""coordinates"":[144.97259992450503,-37.802401778134914],""type"":""Point""}",108269.0,N,Carlton Gardens,0.0,N,Carlton Gardens:  CG - Lawn 5,0.0,N,N,N,23.0,0.0,,,Y,,Y,0.0,L,CG - Lawn 5,Carlton Gardens:  CG - Lawn 5,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,,21,0,Venues,1,1
-37.80241986,144.9628809,"{""coordinates"":[144.96288089932796,-37.80241985976288],""type"":""Point""}",101264.0,Y,Other Park Locations,82.9730718,Y,Other Park Locations:  Lincoln Square - includes Bali Memorial,341.0,Y,N,N,377.0,621145.0,,,Y,,N,0.0,L,Lincoln Square - includes Bali Memorial,Other Park Locations:  Lincoln Square - includes Bali Memorial,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,,21,0,Venues,1,1
-37.8024373,144.9658889,"{""coordinates"":[144.96588887966234,-37.80243730306906],""type"":""Point""}",106097.0,N,Other Park Locations,61.96847942,Y,Other Park Locations:  Argyle Square Stage Only,83.0,N,N,N,1362.0,100575.0,,,Y,,N,0.0,L,Argyle Square Stage Only,Other Park Locations:  Argyle Square Stage Only,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,,21,0,Venues,1,1
-37.80248033,144.97094,"{""coordinates"":[144.97094002506728,-37.80248032934897],""type"":""Point""}",108269.0,N,Carlton Gardens,0.0,Y,Carlton Gardens:  CG - Lawn 4,0.0,N,N,N,22.0,0.0,,,Y,,Y,0.0,L,CG - Lawn 4,Carlton Gardens:  CG - Lawn 4,Event: Y | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,,21,0,Venues,1,1
-37.8027403,144.9658351,"{""coordinates"":[144.9658350877282,-37.802740302401325],""type"":""Point""}",106097.0,N,Promotional Spaces,53.1618369,Y,Promotional Spaces:  Piazza Italia,335.0,N,N,N,1214.0,106097.0,,,Y,,N,0.0,,Piazza Italia,Promotional Spaces:  Piazza Italia,Event: Y | Bookable: Y | Region: Promotional Spaces,Venues,1,,,,,,21,0,Venues,1,1
-37.80281698,144.9555042,"{""coordinates"":[144.9555041821315,-37.80281698186015],""type"":""Point""}",110909.0,N,Other Park Locations,13.33835688,Y,Other Park Locations:  Bedford Street Reserve,137.0,N,N,N,343.0,110909.0,,,Y,,N,0.0,L,Bedford Street Reserve,Other Park Locations:  Bedford Street Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,,21,0,Venues,1,1
-37.80304368,144.9657847,"{""coordinates"":[144.96578472064343,-37.8030436798691],""type"":""Point""}",106097.0,N,Other Park Locations,53.36004813,Y,Other Park Locations:  Argyle Square (South),13.0,N,N,N,340.0,106097.0,,,Y,,N,0.0,L,Argyle Square (South),Other Park Locations:  Argyle Square (South),Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,,21,0,Venues,1,1
-37.80518674,144.9486244,"{""coordinates"":[144.94862438795033,-37.80518674164739],""type"":""Point""}",110911.0,N,Other Park Locations,1.7382153,Y,"Other Park Locations:  Hawke, King & Errol St Reserve",234.0,N,N,N,367.0,110911.0,,,Y,,N,0.0,L,"Hawke, King & Errol St Reserve","Other Park Locations:  Hawke, King & Errol St Reserve",Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,,21,0,Venues,1,1
-37.80545972,144.9490911,"{""coordinates"":[144.94909109002268,-37.805459724438954],""type"":""Point""}",104709.0,N,Other Park Locations,3.71520312,Y,"Other Park Locations:  Hawke, King & Victoria St Reserve",123.0,N,N,N,368.0,104709.0,,,Y,,N,0.0,L,"Hawke, King & Victoria St Reserve","Other Park Locations:  Hawke, King & Victoria St Reserve",Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,,21,0,Venues,1,1
-37.80560641,144.941488,"{""coordinates"":[144.9414879659226,-37.805606405436144],""type"":""Point""}",110908.0,N,Other Park Locations,21.27300622,Y,Other Park Locations:  Railway & Miller St Reserve,321.0,N,N,N,386.0,110908.0,,,Y,,N,0.0,L,Railway & Miller St Reserve,Other Park Locations:  Railway & Miller St Reserve,Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,,21,0,Venues,1,1
-37.80567411,144.9703352,"{""coordinates"":[144.9703352067697,-37.80567410509057],""type"":""Point""}",108268.0,N,Carlton Gardens,0.0,N,Carlton Gardens:  CG - Lawn 9,0.0,N,N,N,27.0,0.0,,,Y,,Y,0.0,L,CG - Lawn 9,Carlton Gardens:  CG - Lawn 9,Event: N | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,,21,0,Venues,1,1
-37.80587053,144.9722702,"{""coordinates"":[144.9722702183175,-37.805870529120305],""type"":""Point""}",108268.0,N,Carlton Gardens,0.0,Y,Carlton Gardens:  CG - Lawn 18,0.0,N,N,N,36.0,0.0,,,Y,,Y,0.0,L,CG - Lawn 18,Carlton Gardens:  CG - Lawn 18,Event: Y | Bookable: Y | Region: Carlton Gardens,Venues,1,,,,,,21,0,Venues,1,1
-37.80606674,144.9477116,"{""coordinates"":[144.94771155926824,-37.80606674183848],""type"":""Point""}",110906.0,N,Other Park Locations,8.84776937,Y,"Other Park Locations:  Hawke, Miller & Curzon St",328.0,N,N,N,369.0,110906.0,,,Y,,N,0.0,L,"Hawke, Miller & Curzon St","Other Park Locations:  Hawke, Miller & Curzon St",Event: Y | Bookable: Y | Region: Other Park Locations,Venues,1,,,,,,21,0,Venues,1,1
